產品ID,產品名稱,目前價格,熱賣,原始文字
25,華碩 PRIME H610M-F D4 R2.0-CSM(M-ATX/LAN 1Gb/註冊四年/2DIMM)5相供電,2690,,"華碩 PRIME H610M-F D4 R2.0-CSM(M-ATX/LAN 1Gb/註冊四年/2DIMM)5相供電, $2690 ◆ ★ ↓任搭100↓"
26,[裝機價] 華碩 PRIME H610M-F D4 R2.0-CSM(M-ATX/LAN 1Gb/註冊四年/2DIMM)5相,2090,是,"[裝機價] 華碩 PRIME H610M-F D4 R2.0-CSM(M-ATX/LAN 1Gb/註冊四年/2DIMM)5相, $2090 ◆ ★ 熱賣"
27,華碩 PRIME H610M-K D4-CSM(M-ATX/1A1H/LAN 1Gb/註冊四年/2DIMM)6+1+1相,2890,,"華碩 PRIME H610M-K D4-CSM(M-ATX/1A1H/LAN 1Gb/註冊四年/2DIMM)6+1+1相, $2890 ◆ ★ ↓任搭300↓"
28,[裝機價] 華碩 PRIME H610M-K D4-CSM(M-ATX/1A1H/R 1Gb/2DIMM)6+1+1相,2290,是,"[裝機價] 華碩 PRIME H610M-K D4-CSM(M-ATX/1A1H/R 1Gb/2DIMM)6+1+1相, $2290 ◆ ★ 熱賣"
29,華碩 PRIME H610I-PLUS D4-CSM(Mini-ITX/1A1H1P/LAN 1Gb/2DIMM)5+1+1相,3490,,"華碩 PRIME H610I-PLUS D4-CSM(Mini-ITX/1A1H1P/LAN 1Gb/2DIMM)5+1+1相, $3490 ◆ ★ ↓任搭190↓"
30,技嘉 H610M K DDR4(M-ATX/1H/LAN 1Gb/註四年/2DIMM)5相供電-[裝機價],1990,是,"技嘉 H610M K DDR4(M-ATX/1H/LAN 1Gb/註四年/2DIMM)5相供電-[裝機價], $1990 ◆ ★ 熱賣"
31,技嘉 H610M H V2 DDR4(M-ATX/1A1H/LAN 1Gb/註四年/2DIMM)6+1+1 相電源,2690,,"技嘉 H610M H V2 DDR4(M-ATX/1A1H/LAN 1Gb/註四年/2DIMM)6+1+1 相電源, $2690 ◆ ★ ↓任搭190↓"
32,技嘉 H610M S2H V2 DDR4(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1 相電源,2790,,"技嘉 H610M S2H V2 DDR4(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1 相電源, $2790 ◆ ★ ↓任搭90↓"
33,微星 PRO H610M-S DDR4(M-ATX/1H/LAN 1Gb/註四年/2DIMM) 5相電源,1990,是,"微星 PRO H610M-S DDR4(M-ATX/1H/LAN 1Gb/註四年/2DIMM) 5相電源, $1990 ◆ ★ 熱賣 ↓任搭90↓"
34,微星 PRO H610M-E DDR4(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1 相電源,2290,,"微星 PRO H610M-E DDR4(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1 相電源, $2290 ◆ ★ ↓任搭90↓"
35,華擎 H610M-H2/M.2(M-ATX/LAN 1Gb/四年保)3+1+1 相電源,1990,,"華擎 H610M-H2/M.2(M-ATX/LAN 1Gb/四年保)3+1+1 相電源, $1990 ◆ ★ ↓任搭90↓"
36,華擎 H610M COMBO II(M-ATX/支援D4&D5記憶體/LAN 1Gb/三年保)6+1+1 相電源,2290,,"華擎 H610M COMBO II(M-ATX/支援D4&D5記憶體/LAN 1Gb/三年保)6+1+1 相電源, $2290 ◆ ★"
39,華碩 PRIME B760M-F D4-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相,2890,,"華碩 PRIME B760M-F D4-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相, $2890 ◆ ★ ↓任搭90↓"
40,[裝機價] 華碩 PRIME B760M-F D4-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相,2690,是,"[裝機價] 華碩 PRIME B760M-F D4-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相, $2690 ◆ ★ 熱賣"
41,華碩 PRIME B760M-K D4-CSM(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相,2990,,"華碩 PRIME B760M-K D4-CSM(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相, $2990 ◆ ★ ↓任搭90↓"
42,華碩 PRIME B760M-A D4-CSM(M-ATX/LAN 2.5Gb/註冊四年)8相供電,3190,,"華碩 PRIME B760M-A D4-CSM(M-ATX/LAN 2.5Gb/註冊四年)8相供電, $3190 ◆ ★"
43,華碩 PRIME B760M-A WIFI D4-CSM(M-ATX/LAN 2.5Gb+無線/註四年)10相,3990,,"華碩 PRIME B760M-A WIFI D4-CSM(M-ATX/LAN 2.5Gb+無線/註四年)10相, $3990 ◆ ★ ↓任搭90↓"
44,華碩 B760M-AYW WIFI D4 阿唷喂(M-ATX/LAN 2.5Gb+無線/註冊四年/2DIMM)8相,3490,,"華碩 B760M-AYW WIFI D4 阿唷喂(M-ATX/LAN 2.5Gb+無線/註冊四年/2DIMM)8相, $3490 ★ ↓任搭90↓"
45,華碩 TUF GAMING B760M-E D4(M-ATX/LAN2.5Gb/註五年)10+1相電源 *優惠到8/31,3990,,"華碩 TUF GAMING B760M-E D4(M-ATX/LAN2.5Gb/註五年)10+1相電源 *優惠到8/31, $3990 ★"
46,華碩 TUF GAMING B760M-PLUS WIFI D4(M-ATX/LAN 2.5Gb+無線/註五年)12+1相,4990,,"華碩 TUF GAMING B760M-PLUS WIFI D4(M-ATX/LAN 2.5Gb+無線/註五年)12+1相, $4990 ★ ↓任搭90↓"
47,華碩 TUF GAMING B760-PLUS WIFI D4(ATX/LAN 2.5Gb+無線/註五年)12+1相,5490,,"華碩 TUF GAMING B760-PLUS WIFI D4(ATX/LAN 2.5Gb+無線/註五年)12+1相, $5490 ★ ↓任搭90↓"
48,技嘉 B760M K V2 DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)4+1+1相 *優惠到8/31,2790,,"技嘉 B760M K V2 DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)4+1+1相 *優惠到8/31, $2790 ◆ ★ ↓任搭300↓"
49,技嘉 B760M D DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電-尾盤,2790,,"技嘉 B760M D DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電-尾盤, $2790 ★ ↓任搭90↓"
50,技嘉 B760M H DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電,2990,,"技嘉 B760M H DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電, $2990 ◆ ★ ↓任搭100↓"
51,[任搭U] 技嘉 B760M H DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電,2690,,"[任搭U] 技嘉 B760M H DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電, $2690 ◆ ★"
52,技嘉 B760M GAMING PLUS WIFI DDR4(M-ATX/LAN 2.5Gb+無線/註冊五年保)4+1+1相供電,3790,是,"技嘉 B760M GAMING PLUS WIFI DDR4(M-ATX/LAN 2.5Gb+無線/註冊五年保)4+1+1相供電, $3790 ◆ ★ 熱賣 ↓任搭400↓"
53,微星 PRO B760M-E DDR4(M-ATX/LAN 1Gb/註冊四年/2DIMM)6+1+1相供電,2590,是,"微星 PRO B760M-E DDR4(M-ATX/LAN 1Gb/註冊四年/2DIMM)6+1+1相供電, $2590 ◆ ★ 熱賣 ↓任搭90↓"
54,微星 PRO B760M-B DDR4(M-ATX/LAN 2.5Gb/註冊四年/2DIMM)6+1相供電,2790,,"微星 PRO B760M-B DDR4(M-ATX/LAN 2.5Gb/註冊四年/2DIMM)6+1相供電, $2790 ◆ ★ ↓任搭90↓"
55,微星 PRO B760M-P DDR4(M-ATX/LAN 1Gb/註冊四年/4DIMM)8相供電,2990,,"微星 PRO B760M-P DDR4(M-ATX/LAN 1Gb/註冊四年/4DIMM)8相供電, $2990 ◆ ★"
56,微星 B760M BOMBER DDR4(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相供電,2790,,"微星 B760M BOMBER DDR4(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相供電, $2790 ◆ ★ ↓任搭100↓"
57,微星 B760M BOMBER WIFI DDR4(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1相,3190,,"微星 B760M BOMBER WIFI DDR4(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1相, $3190 ★"
58,華擎 B760M-HDV/M.2 D4(M-ATX/LAN 1Gb/註冊四年)5+1+1相,2390,,"華擎 B760M-HDV/M.2 D4(M-ATX/LAN 1Gb/註冊四年)5+1+1相, $2390 ◆ ★ ↓任搭90↓"
61,華碩 B760M-AYW WIFI 阿唷喂(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)8相,3090,,"華碩 B760M-AYW WIFI 阿唷喂(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)8相, $3090 ◆ ★"
62,華碩 PRIME B760M-F-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相,2990,,"華碩 PRIME B760M-F-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相, $2990 ◆ ★ ↓任搭90↓"
63,[裝機價]華碩 PRIME B760M-F-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相,2590,,"[裝機價]華碩 PRIME B760M-F-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相, $2590 ◆ ★"
64,華碩 PRIME B760M-K-CSM(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相,2990,,"華碩 PRIME B760M-K-CSM(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相, $2990 ◆ ★ ↓任搭90↓"
65,華碩 PRIME B760M-A-CSM(M-ATX/LAN 2.5Gb/註冊四年)8相供電,3190,,"華碩 PRIME B760M-A-CSM(M-ATX/LAN 2.5Gb/註冊四年)8相供電, $3190 ◆ ★"
66,華碩 PRIME B760M-A WIFI-CSM(M-ATX/LAN 2.5Gb+無線/註四年)10相,3990,,"華碩 PRIME B760M-A WIFI-CSM(M-ATX/LAN 2.5Gb+無線/註四年)10相, $3990 ◆ ★"
67,華碩 TUF GAMING B760M-PLUS WIFI II(M-ATX/LAN 2.5Gb+無線)12+1相,4490,,"華碩 TUF GAMING B760M-PLUS WIFI II(M-ATX/LAN 2.5Gb+無線)12+1相, $4490 ◆ ★"
68,華碩 TUF GAMING B760-PLUS WIFI(ATX/LAN 2.5Gb+無線/註五年)12+1相,4590,,"華碩 TUF GAMING B760-PLUS WIFI(ATX/LAN 2.5Gb+無線/註五年)12+1相, $4590 ◆ ★"
69,華碩 ROG STRIX B760-A GAMING WIFI(ATX/Intel 2.5Gb+無線/註五年)12+1相*優惠中,4990,是,"華碩 ROG STRIX B760-A GAMING WIFI(ATX/Intel 2.5Gb+無線/註五年)12+1相*優惠中, $4990 ◆ ★ 熱賣"
70,技嘉 B760M E(M-ATX/GbE LAN/註冊四年保/2DIMM)6+1+1相,2990,,"技嘉 B760M E(M-ATX/GbE LAN/註冊四年保/2DIMM)6+1+1相, $2990 ◆ ★ ↓任搭90↓"
71,技嘉 B760M H V2(M-ATX/LAN 1Gb/註四年/2DIMM)5+1+1相 *任搭優惠到 8/31,2990,,"技嘉 B760M H V2(M-ATX/LAN 1Gb/註四年/2DIMM)5+1+1相 *任搭優惠到 8/31, $2990 ◆ ★ ↓任搭400↓"
72,技嘉 B760M DS3H GEN5(M-ATX/LAN 2.5Gb/註冊四年保)6+2+1相,3990,,"技嘉 B760M DS3H GEN5(M-ATX/LAN 2.5Gb/註冊四年保)6+2+1相, $3990 ◆ ★ ↓任搭100↓"
73,技嘉 B760M DS3H WIFI6E GEN5(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2+1相,4490,,"技嘉 B760M DS3H WIFI6E GEN5(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2+1相, $4490 ◆ ★ ↓任搭500↓"
74,技嘉 B760M DS3H AX(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2相,4490,,"技嘉 B760M DS3H AX(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2相, $4490 ◆ ★ ↓任搭100↓"
75,[任搭U]技嘉 B760M DS3H AX(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2相,3990,,"[任搭U]技嘉 B760M DS3H AX(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2相, $3990 ◆ ★"
76,技嘉 B760M GAMING WIFI6 PLUS GEN5(M-ATX/LAN 2.5Gb+無線/註五年)6+2+1相,3790,,"技嘉 B760M GAMING WIFI6 PLUS GEN5(M-ATX/LAN 2.5Gb+無線/註五年)6+2+1相, $3790 ◆ ★ ↓任搭300↓"
77,技嘉 B760M GAMING X WIFI6E GEN5(M-ATX/LAN 2.5Gb+無線/註五年)8+1+1相電源,4990,,"技嘉 B760M GAMING X WIFI6E GEN5(M-ATX/LAN 2.5Gb+無線/註五年)8+1+1相電源, $4990 ◆ ★ ↓任搭500↓"
78,技嘉 B760M AORUS ELITE AX(M-ATX/LAN 2.5Gb+無線/註冊五年保)12+1+1相,5290,,"技嘉 B760M AORUS ELITE AX(M-ATX/LAN 2.5Gb+無線/註冊五年保)12+1+1相, $5290 ◆ ★ ↓任搭500↓"
79,技嘉 B760M AORUS ELITE WIFI6E-P GEN5雕妹(M-ATX/LAN 2.5Gb+無線)12+1+1相,5990,是,"技嘉 B760M AORUS ELITE WIFI6E-P GEN5雕妹(M-ATX/LAN 2.5Gb+無線)12+1+1相, $5990 ◆ ★ 熱賣 ↓任搭500↓"
80,微星 PRO B760M-E(M-ATX/LAN 1Gb/註冊四年/2DIMM)6+1+1相供電,2590,,"微星 PRO B760M-E(M-ATX/LAN 1Gb/註冊四年/2DIMM)6+1+1相供電, $2590 ◆ ★ ↓任搭100↓"
81,微星 PRO B760M-B(M-ATX/LAN 2.5Gb/註冊四年/2DIMM)6+1相供電,2790,,"微星 PRO B760M-B(M-ATX/LAN 2.5Gb/註冊四年/2DIMM)6+1相供電, $2790 ◆ ★"
82,微星 PRO B760M-P(M-ATX/LAN 1Gb/註冊四年/4DIMM))8相供電,3090,,"微星 PRO B760M-P(M-ATX/LAN 1Gb/註冊四年/4DIMM))8相供電, $3090 ◆ ★"
83,微星 PRO B760M-A WIFI(M-ATX/LAN 2.5Gb+無線/註冊四年)14相供電,3890,,"微星 PRO B760M-A WIFI(M-ATX/LAN 2.5Gb+無線/註冊四年)14相供電, $3890 ★"
84,微星 B760M BOMBER(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相供電,2790,,"微星 B760M BOMBER(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相供電, $2790 ◆ ★"
85,微星 B760M BOMBER WIFI(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1相,3190,,"微星 B760M BOMBER WIFI(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1相, $3190 ◆ ★ ↓任搭100↓"
86,微星 B760M GAMING WIFI(M-ATX/LAN 2.5Gb+無線/註五年/2DIMM)6+1相,3690,,"微星 B760M GAMING WIFI(M-ATX/LAN 2.5Gb+無線/註五年/2DIMM)6+1相, $3690 ◆ ★"
87,微星 B760M GAMING PLUS WIFI(M-ATX/LAN 2.5Gb+無線/註五年)12+1+1相,4090,,"微星 B760M GAMING PLUS WIFI(M-ATX/LAN 2.5Gb+無線/註五年)12+1+1相, $4090 ◆ ★ ↓任搭100↓"
88,微星 B760 GAMING PLUS WIFI(ATX/LAN 2.5Gb+無線/註五年)12+1+1相,4290,,"微星 B760 GAMING PLUS WIFI(ATX/LAN 2.5Gb+無線/註五年)12+1+1相, $4290 ◆ ★ ↓任搭200↓"
89,華擎 B760M-HDV/M.2(M-ATX/LAN 2.5Gb/註冊四年)7+1+1相,2390,,"華擎 B760M-HDV/M.2(M-ATX/LAN 2.5Gb/註冊四年)7+1+1相, $2390 ◆ ★"
90,華擎 B760M PG LIGHTNING(M-ATX/LAN 2.5Gb/註冊五年)7+1+1 相供電,3890,,"華擎 B760M PG LIGHTNING(M-ATX/LAN 2.5Gb/註冊五年)7+1+1 相供電, $3890 ◆ ★"
91,華擎 B760M Steel Legend WiFi(M-ATX/LAN 2.5Gb+無線)12+1+1相.支援eDP,4190,,"華擎 B760M Steel Legend WiFi(M-ATX/LAN 2.5Gb+無線)12+1+1相.支援eDP, $4190 ◆ ★"
94,華碩 PRIME Z790-P D4-CSM(ATX/LAN2.5Gb/註冊四年)14+1相電源,6490,,"華碩 PRIME Z790-P D4-CSM(ATX/LAN2.5Gb/註冊四年)14+1相電源, $6490 ★ ↓任搭190↓"
97,華碩 PRIME Z790-A WIFI-CSM(ATX/Intel 2.5Gb+無線/註冊四年)16+1相,6490,,"華碩 PRIME Z790-A WIFI-CSM(ATX/Intel 2.5Gb+無線/註冊四年)16+1相, $6490 ★"
98,華碩 PRIME Z790-P WIFI-CSM(ATX/LAN2.5Gb+無線/註冊四年)14+1相電源,6490,,"華碩 PRIME Z790-P WIFI-CSM(ATX/LAN2.5Gb+無線/註冊四年)14+1相電源, $6490 ★"
99,微星 PRO Z790-P WIFI(ATX/Intel 2.5Gb+無線/註冊四年)14+1+1相電源,5290,,"微星 PRO Z790-P WIFI(ATX/Intel 2.5Gb+無線/註冊四年)14+1+1相電源, $5290 ★"
101,華碩 PRIME H810M-K-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1相供電,2990,,"華碩 PRIME H810M-K-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1相供電, $2990 ◆ ★"
102,華碩 PRIME H810M-E-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1相供電,3190,,"華碩 PRIME H810M-E-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1相供電, $3190 ◆ ★"
103,技嘉 H810M K GEN5(M-ATX/LAN 1Gb/註四年/2DIMM)3+1+2 相供電,2990,,"技嘉 H810M K GEN5(M-ATX/LAN 1Gb/註四年/2DIMM)3+1+2 相供電, $2990 ◆ ★"
104,技嘉 H810M H(M-ATX/LAN 1Gb/註四年/2DIMM)4+1+2 相供電,3190,,"技嘉 H810M H(M-ATX/LAN 1Gb/註四年/2DIMM)4+1+2 相供電, $3190 ◆ ★ ↓任搭100↓"
105,技嘉 H810M H GEN5(M-ATX/LAN 1Gb/註四年/2DIMM)4+1+2 相供電,3190,,"技嘉 H810M H GEN5(M-ATX/LAN 1Gb/註四年/2DIMM)4+1+2 相供電, $3190 ◆ ★ ↓任搭100↓"
106,微星 PRO H810M-E(M-ATX/LAN 2.5Gb/註四年/2DIMM)4+1+1+1相供電,2790,,"微星 PRO H810M-E(M-ATX/LAN 2.5Gb/註四年/2DIMM)4+1+1+1相供電, $2790 ◆ ★"
107,微星 PRO H810M-B(M-ATX/LAN 2.5Gb/註四年/2DIMM)6+1+1+1相供電,3490,,"微星 PRO H810M-B(M-ATX/LAN 2.5Gb/註四年/2DIMM)6+1+1+1相供電, $3490 ◆ ★ ↓任搭100↓"
108,微星 PRO H810M-B WIFI6E(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1+1相供電,3690,,"微星 PRO H810M-B WIFI6E(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1+1相供電, $3690 ◆ ★"
109,華擎 H810M-H(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1+1 相供電,2290,,"華擎 H810M-H(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1+1 相供電, $2290 ◆ ★"
110,華擎 H810M-X WIFI(M-ATX/LAN2.5Gb+無線/註四年/2DIMM)6+1+1+1+1 相供電,2990,,"華擎 H810M-X WIFI(M-ATX/LAN2.5Gb+無線/註四年/2DIMM)6+1+1+1+1 相供電, $2990 ◆ ★"
113,華碩 B860M-E-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相,3490,,"華碩 B860M-E-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相, $3490 ◆ ★"
114,[裝機價] 華碩 B860M-E-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相 *8/31止,3190,,"[裝機價] 華碩 B860M-E-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相 *8/31止, $3190 ◆ ★"
115,華碩 B860M AYW GAMING WIFI(M-ATX/LAN2.5Gb+無線/註五年/2DIMM)獨家.6+1+1+1相,3990,是,"華碩 B860M AYW GAMING WIFI(M-ATX/LAN2.5Gb+無線/註五年/2DIMM)獨家.6+1+1+1相, $3990 ★ 熱賣"
116,華碩 PRIME B860M-K-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相 *8/31止,3590,,"華碩 PRIME B860M-K-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相 *8/31止, $3590 ◆ ★"
117,華碩 PRIME B860M-A-CSM(M-ATX/LAN2.5Gb/註四年)7+1+1+1相 *8/31止,3990,,"華碩 PRIME B860M-A-CSM(M-ATX/LAN2.5Gb/註四年)7+1+1+1相 *8/31止, $3990 ◆ ★"
118,華碩 PRIME B860M-A WIFI-CSM(M-ATX/LAN2.5Gb+無線/註四年)7+1+1+1相,5190,,"華碩 PRIME B860M-A WIFI-CSM(M-ATX/LAN2.5Gb+無線/註四年)7+1+1+1相, $5190 ◆ ★ ↓任搭100↓"
119,[任搭U] 華碩 PRIME B860M-A WIFI-CSM(M-ATX/LAN2.5Gb+無線/註四年)7+1+1+1相,4790,,"[任搭U] 華碩 PRIME B860M-A WIFI-CSM(M-ATX/LAN2.5Gb+無線/註四年)7+1+1+1相, $4790 ◆ ★"
120,華碩 B860M MAX GAMING AX(M-ATX/LAN2.5Gb+無線/註五年)6+1+1+1相.越南製,5090,,"華碩 B860M MAX GAMING AX(M-ATX/LAN2.5Gb+無線/註五年)6+1+1+1相.越南製, $5090 ◆ ★ ↓任搭100↓"
121,[任搭U] 華碩 B860M MAX GAMING AX(M-ATX/LAN2.5Gb+無線/註五年)6+1+1+1相,4590,,"[任搭U] 華碩 B860M MAX GAMING AX(M-ATX/LAN2.5Gb+無線/註五年)6+1+1+1相, $4690↘$4590 ◆ ★"
122,華碩 TUF GAMING B860M-PLUS WIFI(M-ATX/LAN2.5Gb+Wi-Fi 7/註五年)12+1+2+1相,6490,,"華碩 TUF GAMING B860M-PLUS WIFI(M-ATX/LAN2.5Gb+Wi-Fi 7/註五年)12+1+2+1相, $6490 ◆ ★"
123,[任搭U] 華碩 TUF GAMING B860M-PLUS WIFI(M-ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相,5990,,"[任搭U] 華碩 TUF GAMING B860M-PLUS WIFI(M-ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相, $5990 ◆ ★"
124,華碩 TUF GAMING B860-PLUS WIFI(ATX/LAN2.5Gb+Wi-Fi 7/註五年)12+1+2+1相,6790,,"華碩 TUF GAMING B860-PLUS WIFI(ATX/LAN2.5Gb+Wi-Fi 7/註五年)12+1+2+1相, $6790 ◆ ★ ↓任搭100↓"
125,[任搭U] 華碩 TUF GAMING B860-PLUS WIFI(ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相,6290,,"[任搭U] 華碩 TUF GAMING B860-PLUS WIFI(ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相, $6290 ◆ ★ ↓任搭100↓"
126,華碩 ROG STRIX B860-G GAMING WIFI(M-ATX/Intel 2.5Gb+Wi-Fi 7)14+1+2+1相 [放暑假],6490,,"華碩 ROG STRIX B860-G GAMING WIFI(M-ATX/Intel 2.5Gb+Wi-Fi 7)14+1+2+1相 [放暑假], $6490 ◆ ★ ↓任搭100↓"
