日期,時間,產品ID,產品名稱,目前價格
2026-08-14,17:21,27,華碩 PRIME H610M-K D4-CSM(M-ATX/1A1H/LAN 1Gb/註冊四年/2DIMM)6+1+1相,2890
2026-08-14,17:21,28,[裝機價] 華碩 PRIME H610M-K D4-CSM(M-ATX/1A1H/R 1Gb/2DIMM)6+1+1相,2290
2026-08-14,17:21,29,華碩 PRIME H610I-PLUS D4-CSM(Mini-ITX/1A1H1P/LAN 1Gb/2DIMM)5+1+1相,3490
2026-08-14,17:21,30,技嘉 H610M K DDR4(M-ATX/1H/LAN 1Gb/註四年/2DIMM)5相供電-[裝機價],1990
2026-08-14,17:21,31,技嘉 H610M H V2 DDR4(M-ATX/1A1H/LAN 1Gb/註四年/2DIMM)6+1+1 相電源,2690
2026-08-14,17:21,32,技嘉 H610M S2H V2 DDR4(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1 相電源,2790
2026-08-14,17:21,33,微星 PRO H610M-S DDR4(M-ATX/1H/LAN 1Gb/註四年/2DIMM) 5相電源,1990
2026-08-14,17:21,34,微星 PRO H610M-E DDR4(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1 相電源,2290
2026-08-14,17:21,35,華擎 H610M-H2/M.2(M-ATX/LAN 1Gb/四年保)3+1+1 相電源,1990
2026-08-14,17:21,36,華擎 H610M COMBO II(M-ATX/支援D4&D5記憶體/LAN 1Gb/三年保)6+1+1 相電源,2290
2026-08-14,17:21,39,華碩 PRIME B760M-F D4-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相,2890
2026-08-14,17:21,40,[裝機價] 華碩 PRIME B760M-F D4-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相,2690
2026-08-14,17:21,41,華碩 PRIME B760M-K D4-CSM(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相,2990
2026-08-14,17:21,42,華碩 PRIME B760M-A D4-CSM(M-ATX/LAN 2.5Gb/註冊四年)8相供電,3190
2026-08-14,17:21,43,華碩 PRIME B760M-A WIFI D4-CSM(M-ATX/LAN 2.5Gb+無線/註四年)10相,3990
2026-08-14,17:21,44,華碩 B760M-AYW WIFI D4 阿唷喂(M-ATX/LAN 2.5Gb+無線/註冊四年/2DIMM)8相,3490
2026-08-14,17:21,45,華碩 TUF GAMING B760M-E D4(M-ATX/LAN2.5Gb/註五年)10+1相電源 *優惠到8/31,3990
2026-08-14,17:21,46,華碩 TUF GAMING B760M-PLUS WIFI D4(M-ATX/LAN 2.5Gb+無線/註五年)12+1相,4990
2026-08-14,17:21,47,華碩 TUF GAMING B760-PLUS WIFI D4(ATX/LAN 2.5Gb+無線/註五年)12+1相,5490
2026-08-14,17:21,48,技嘉 B760M K V2 DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)4+1+1相 *優惠到8/31,2790
2026-08-14,17:21,49,技嘉 B760M D DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電-尾盤,2790
2026-08-14,17:21,50,技嘉 B760M H DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電,2990
2026-08-14,17:21,51,[任搭U] 技嘉 B760M H DDR4(M-ATX/LAN 1Gb/註冊四年保/2DIMM)6+1+1相供電,2690
2026-08-14,17:21,52,技嘉 B760M GAMING PLUS WIFI DDR4(M-ATX/LAN 2.5Gb+無線/註冊五年保)4+1+1相供電,3790
2026-08-14,17:21,53,微星 PRO B760M-E DDR4(M-ATX/LAN 1Gb/註冊四年/2DIMM)6+1+1相供電,2590
2026-08-14,17:21,54,微星 PRO B760M-B DDR4(M-ATX/LAN 2.5Gb/註冊四年/2DIMM)6+1相供電,2790
2026-08-14,17:21,55,微星 PRO B760M-P DDR4(M-ATX/LAN 1Gb/註冊四年/4DIMM)8相供電,2990
2026-08-14,17:21,56,微星 B760M BOMBER DDR4(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相供電,2790
2026-08-14,17:21,57,微星 B760M BOMBER WIFI DDR4(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1相,3190
2026-08-14,17:21,58,華擎 B760M-HDV/M.2 D4(M-ATX/LAN 1Gb/註冊四年)5+1+1相,2390
2026-08-14,17:21,61,華碩 B760M-AYW WIFI 阿唷喂(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)8相,3090
2026-08-14,17:21,62,華碩 PRIME B760M-F-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相,2990
2026-08-14,17:21,63,[裝機價]華碩 PRIME B760M-F-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)8相,2590
2026-08-14,17:21,64,華碩 PRIME B760M-K-CSM(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相,2990
2026-08-14,17:21,65,華碩 PRIME B760M-A-CSM(M-ATX/LAN 2.5Gb/註冊四年)8相供電,3190
2026-08-14,17:21,66,華碩 PRIME B760M-A WIFI-CSM(M-ATX/LAN 2.5Gb+無線/註四年)10相,3990
2026-08-14,17:21,67,華碩 TUF GAMING B760M-PLUS WIFI II(M-ATX/LAN 2.5Gb+無線)12+1相,4490
2026-08-14,17:21,68,華碩 TUF GAMING B760-PLUS WIFI(ATX/LAN 2.5Gb+無線/註五年)12+1相,4590
2026-08-14,17:21,69,華碩 ROG STRIX B760-A GAMING WIFI(ATX/Intel 2.5Gb+無線/註五年)12+1相*優惠中,4990
2026-08-14,17:21,70,技嘉 B760M E(M-ATX/GbE LAN/註冊四年保/2DIMM)6+1+1相,2990
2026-08-14,17:21,71,技嘉 B760M H V2(M-ATX/LAN 1Gb/註四年/2DIMM)5+1+1相 *任搭優惠到 8/31,2990
2026-08-14,17:21,72,技嘉 B760M DS3H GEN5(M-ATX/LAN 2.5Gb/註冊四年保)6+2+1相,3990
2026-08-14,17:21,73,技嘉 B760M DS3H WIFI6E GEN5(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2+1相,4490
2026-08-14,17:21,74,技嘉 B760M DS3H AX(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2相,4490
2026-08-14,17:21,75,[任搭U]技嘉 B760M DS3H AX(M-ATX/LAN 2.5Gb+無線/註冊四年保)6+2相,3990
2026-08-14,17:21,76,技嘉 B760M GAMING WIFI6 PLUS GEN5(M-ATX/LAN 2.5Gb+無線/註五年)6+2+1相,3790
2026-08-14,17:21,77,技嘉 B760M GAMING X WIFI6E GEN5(M-ATX/LAN 2.5Gb+無線/註五年)8+1+1相電源,4990
2026-08-14,17:21,78,技嘉 B760M AORUS ELITE AX(M-ATX/LAN 2.5Gb+無線/註冊五年保)12+1+1相,5290
2026-08-14,17:21,79,技嘉 B760M AORUS ELITE WIFI6E-P GEN5雕妹(M-ATX/LAN 2.5Gb+無線)12+1+1相,5990
2026-08-14,17:21,80,微星 PRO B760M-E(M-ATX/LAN 1Gb/註冊四年/2DIMM)6+1+1相供電,2590
2026-08-14,17:21,81,微星 PRO B760M-B(M-ATX/LAN 2.5Gb/註冊四年/2DIMM)6+1相供電,2790
2026-08-14,17:21,82,微星 PRO B760M-P(M-ATX/LAN 1Gb/註冊四年/4DIMM))8相供電,3090
2026-08-14,17:21,83,微星 PRO B760M-A WIFI(M-ATX/LAN 2.5Gb+無線/註冊四年)14相供電,3890
2026-08-14,17:21,84,微星 B760M BOMBER(M-ATX/LAN 2.5Gb/註四年/2DIMM)8相供電,2790
2026-08-14,17:21,85,微星 B760M BOMBER WIFI(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1相,3190
2026-08-14,17:21,86,微星 B760M GAMING WIFI(M-ATX/LAN 2.5Gb+無線/註五年/2DIMM)6+1相,3690
2026-08-14,17:21,87,微星 B760M GAMING PLUS WIFI(M-ATX/LAN 2.5Gb+無線/註五年)12+1+1相,4090
2026-08-14,17:21,88,微星 B760 GAMING PLUS WIFI(ATX/LAN 2.5Gb+無線/註五年)12+1+1相,4290
2026-08-14,17:21,89,華擎 B760M-HDV/M.2(M-ATX/LAN 2.5Gb/註冊四年)7+1+1相,2390
2026-08-14,17:21,90,華擎 B760M PG LIGHTNING(M-ATX/LAN 2.5Gb/註冊五年)7+1+1 相供電,3890
2026-08-14,17:21,91,華擎 B760M Steel Legend WiFi(M-ATX/LAN 2.5Gb+無線)12+1+1相.支援eDP,4190
2026-08-14,17:21,94,華碩 PRIME Z790-P D4-CSM(ATX/LAN2.5Gb/註冊四年)14+1相電源,6490
2026-08-14,17:21,97,華碩 PRIME Z790-A WIFI-CSM(ATX/Intel 2.5Gb+無線/註冊四年)16+1相,6490
2026-08-14,17:21,98,華碩 PRIME Z790-P WIFI-CSM(ATX/LAN2.5Gb+無線/註冊四年)14+1相電源,6490
2026-08-14,17:21,99,微星 PRO Z790-P WIFI(ATX/Intel 2.5Gb+無線/註冊四年)14+1+1相電源,5290
2026-08-14,17:21,101,華碩 PRIME H810M-K-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1相供電,2990
2026-08-14,17:21,102,華碩 PRIME H810M-E-CSM(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1相供電,3190
2026-08-14,17:21,103,技嘉 H810M K GEN5(M-ATX/LAN 1Gb/註四年/2DIMM)3+1+2 相供電,2990
2026-08-14,17:21,104,技嘉 H810M H(M-ATX/LAN 1Gb/註四年/2DIMM)4+1+2 相供電,3190
2026-08-14,17:21,105,技嘉 H810M H GEN5(M-ATX/LAN 1Gb/註四年/2DIMM)4+1+2 相供電,3190
2026-08-14,17:21,106,微星 PRO H810M-E(M-ATX/LAN 2.5Gb/註四年/2DIMM)4+1+1+1相供電,2790
2026-08-14,17:21,107,微星 PRO H810M-B(M-ATX/LAN 2.5Gb/註四年/2DIMM)6+1+1+1相供電,3490
2026-08-14,17:21,108,微星 PRO H810M-B WIFI6E(M-ATX/LAN 2.5Gb+無線/註四年/2DIMM)6+1+1+1相供電,3690
2026-08-14,17:21,109,華擎 H810M-H(M-ATX/LAN 1Gb/註四年/2DIMM)6+1+1+1+1 相供電,2290
2026-08-14,17:21,110,華擎 H810M-X WIFI(M-ATX/LAN2.5Gb+無線/註四年/2DIMM)6+1+1+1+1 相供電,2990
2026-08-14,17:21,113,華碩 B860M-E-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相,3490
2026-08-14,17:21,114,[裝機價] 華碩 B860M-E-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相 *8/31止,3190
2026-08-14,17:21,115,華碩 B860M AYW GAMING WIFI(M-ATX/LAN2.5Gb+無線/註五年/2DIMM)獨家.6+1+1+1相,3990
2026-08-14,17:21,116,華碩 PRIME B860M-K-CSM(M-ATX/LAN2.5Gb/註四年/2DIMM)6+1+1+1相 *8/31止,3590
2026-08-14,17:21,117,華碩 PRIME B860M-A-CSM(M-ATX/LAN2.5Gb/註四年)7+1+1+1相 *8/31止,3990
2026-08-14,17:21,118,華碩 PRIME B860M-A WIFI-CSM(M-ATX/LAN2.5Gb+無線/註四年)7+1+1+1相,5190
2026-08-14,17:21,119,[任搭U] 華碩 PRIME B860M-A WIFI-CSM(M-ATX/LAN2.5Gb+無線/註四年)7+1+1+1相,4790
2026-08-14,17:21,120,華碩 B860M MAX GAMING AX(M-ATX/LAN2.5Gb+無線/註五年)6+1+1+1相.越南製,5090
2026-08-14,17:21,121,[任搭U] 華碩 B860M MAX GAMING AX(M-ATX/LAN2.5Gb+無線/註五年)6+1+1+1相,4590
2026-08-14,17:21,122,華碩 TUF GAMING B860M-PLUS WIFI(M-ATX/LAN2.5Gb+Wi-Fi 7/註五年)12+1+2+1相,6490
2026-08-14,17:21,123,[任搭U] 華碩 TUF GAMING B860M-PLUS WIFI(M-ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相,5990
2026-08-14,17:21,124,華碩 TUF GAMING B860-PLUS WIFI(ATX/LAN2.5Gb+Wi-Fi 7/註五年)12+1+2+1相,6790
2026-08-14,17:21,125,[任搭U] 華碩 TUF GAMING B860-PLUS WIFI(ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相,6290
2026-08-14,17:21,126,華碩 ROG STRIX B860-G GAMING WIFI(M-ATX/Intel 2.5Gb+Wi-Fi 7)14+1+2+1相 [放暑假],6490
2026-08-14,17:21,127,華碩 ROG STRIX B860-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年)14+1+2+1相,7190
2026-08-14,17:21,128,華碩 ROG STRIX B860-A GAMING WIFI S(吹雪)(ATX/Intel 2.5Gb+Wi-Fi 7)14+1+2+1相,7690
2026-08-14,17:21,129,[任搭U]華碩 ROG STRIX B860-A GAMING WIFI S(吹雪)(Intel 2.5Gb+Wi-Fi 7)14+1+2+1相,6990
2026-08-14,17:21,130,華碩 ROG STRIX B860-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7)16+1+2+1相 [放暑假],7990
2026-08-14,17:21,131,技嘉 B860M H(M-ATX/LAN 2.5Gb/註四年/2DIMM)4+1+2相,3490
2026-08-14,17:21,132,技嘉 B860M EAGLE V2(M-ATX/LAN 2.5Gb/註四年/2DIMM)6+1+2相 *任搭到8/31,3990
2026-08-14,17:21,133,技嘉 B860M GAMING WIFI6(M-ATX/LAN2.5G+無線/註五年)8+1+2相 *任搭到8/31,4690
2026-08-14,17:21,134,技嘉 B860M GAMING X WIFI6E(M-ATX/LAN2.5G+無線/註五年)8+1+2相 *任搭到8/31,5290
2026-08-14,17:21,135,技嘉 B860M AORUS ELITE WIFI6E(M-ATX/LAN2.5G+無線/註五年)12+1+2相*獨家,6490
2026-08-14,17:21,136,技嘉 B860M AORUS ELITE WIFI6E ICE(冰魄白)(M-ATX/LAN2.5G+無線)12+1+2相*獨家,6490
2026-08-14,17:21,137,技嘉 B860 EAGLE WIFI6E(ATX/LAN2.5G+無線/註四年)12+1+2相 *任搭到8/31,5990
2026-08-14,17:21,138,技嘉 B860 GAMING X WIFI6E(ATX/LAN2.5G+無線/註五年)12+1+2相 *任搭到8/31,6490
2026-08-14,17:21,139,技嘉 B860 AORUS ELITE WIFI7 ICE(ATX/LAN2.5G+Wi-Fi 7/註五年)12+1+2相,7490
2026-08-14,17:21,140,微星 MPG B860I EDGE TI WIFI(Mini-ITX/Intel 5G+Wi-Fi 7/註五年)8+1+1+1相,5990
2026-08-14,17:21,141,微星 PRO B860M-E(M-ATX/LAN 5G/註四年/2DIMM)6+1+1+1相供電,3490
2026-08-14,17:21,142,微星 PRO B860M-X(M-ATX/LAN 5G/註四年/2DIMM)8+2+1相.獨家,3790
2026-08-14,17:21,143,微星 PRO B860M-B(M-ATX/LAN 5G/註四年/2DIMM)6+1+1+1相 *尾盤,3690
2026-08-14,17:21,144,微星 PRO B860M-B WIFI(M-ATX/LAN 5G+Wi-Fi 7/註四年/2DIMM)6+1+1+1相,4290
2026-08-14,17:21,145,微星 B860M GAMING WIFI(M-ATX/LAN 2.5G+Wi-Fi 7/註五年)8+1+1+1相,4590
2026-08-14,17:21,146,微星 B860M GAMING PLUS WIFI(M-ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相,5690
2026-08-14,17:21,147,微星 MAG B860M MORTAR WIFI(M-ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相,6490
2026-08-14,17:21,148,微星 PRO B860-P(ATX/LAN 5G/註冊四年保)12+1+1+1相電源設計,4890
2026-08-14,17:21,149,微星 PRO B860-P WIFI(ATX/LAN 5G/註冊四年保)12+1+1+1相電源設計,5390
2026-08-14,17:21,150,微星 B860 GAMING PLUS WIFI(ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相,6390
2026-08-14,17:21,151,微星 MAG B860 TOMAHAWK WIFI(ATX/Intel 5G+Wi-Fi 7/註五年)12+1+1+1相,6890
2026-08-14,17:21,152,華擎 B860I WiFi(Mini-ITX/LAN2.5G+無線/註五年)8+1+1相供電,4990
2026-08-14,17:21,153,華擎 B860M-H2(M-ATX/LAN 1G/註四年/2DIMM)5+1+1+1+1 相供電,2990
2026-08-14,17:21,154,華擎 B860M Rock WiFi(M-ATX/LAN2.5G+無線/註五年/2DIMM)5+1+1+1+1 相供電,4190
2026-08-14,17:21,155,華擎 B860M LiveMixer WiFi(M-ATX/LAN2.5G+無線/註五年)10+1+1+1相,4690
2026-08-14,17:21,156,華擎 B860M-X WiFi(M-ATX/LAN2.5G+無線/註五年/2DIMM)7+1+1+1+1 相供電,4990
2026-08-14,17:21,157,華擎 B860M Pro RS WiFi(M-ATX/LAN2.5G+無線/註五年)10+1+1+1+1 相供電,5990
2026-08-14,17:21,158,華擎 B860M Steel Legend WiFi(M-ATX/LAN2.5G+無線/註五年)12+1+1+1相,5490
2026-08-14,17:21,159,華擎 B860 Rock WiFi 7(ATX/LAN2.5G+Wi-Fi7/註五年)8+1+1+1+1 相供電,4390
2026-08-14,17:21,160,華擎 B860 Steel Legend WiFi(ATX/LAN2.5G+無線/註五年)14+1+1+1相,8290
2026-08-14,17:21,163,華碩 Z890 MAX GAMING WIFI7(ATX/LAN2.5Gb+Wi-Fi 7)12+1+2+1相電源,6490
2026-08-14,17:21,164,華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源,8490
2026-08-14,17:21,165,[任搭U] 華碩 PRIME Z890-P WIFI-CSM(ATX/LAN2.5Gb+Wi-Fi 7)14+1+2相電源,6990
2026-08-14,17:21,166,華碩 Z890 AYW GAMING WIFI W(ATX/LAN 2.5Gb+無線/註五年/白色)12+1+2相.獨家,8990
2026-08-14,17:21,167,華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/註五年/銀白版)16+1+2相,10990
2026-08-14,17:21,168,[任搭U] 華碩 TUF GAMING Z890-PRO WIFI(ATX/Intel 2.5Gb+Wi-Fi 7銀白版)16+1+2相,9590
2026-08-14,17:21,169,華碩 ROG STRIX Z890-A GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7/銀白版)16+1+2相,12990
2026-08-14,17:21,170,華碩 ROG STRIX Z890-F GAMING WIFI(ATX/Intel 2.5Gb+Wi-Fi 7)16+1+2相,14000
2026-08-14,17:21,171,華碩 ProArt Z890-CREATOR WIFI(ATX/Marvell10G+Intel 2.5G+Wi-Fi 7)16+1+2相,14990
2026-08-14,17:21,173,華碩 ROG MAXIMUS Z890 HERO(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7)22+1+2+2相,20990
2026-08-14,17:21,174,技嘉 Z890I AORUS ULTRA(Mini-ITX/LAN 2.5G+Wi-Fi 7+註冊五年)8+1+2相,11990
2026-08-14,17:21,175,技嘉 Z890M GAMING X(M-ATX/LAN2.5Gb/註冊五年)8+1+2相 *任搭至8/31止,6890
2026-08-14,17:21,176,技嘉 Z890M FORCE DUO X WIFI7(M-ATX/LAN 5Gb+Wi-Fi 7/註五年)12+1+2相電源,7990
2026-08-14,17:21,177,技嘉 Z890 UD WIFI6E(ATX/LAN2.5Gb+無線/註冊四年)14+1+2相,6990
2026-08-14,17:21,178,技嘉 Z890 EAGLE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源 *售完為止,7990
2026-08-14,17:21,179,技嘉 Z890 EAGLE WIFI7 PLUS(ATX/LAN2.5Gb+Wi-Fi 7/註冊四年)14+1+2相電源,8290
2026-08-14,17:21,180,技嘉 Z890 GAMING X WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源,9290
2026-08-14,17:21,181,技嘉 Z890 AORUS ELITE WIFI7(ATX/LAN2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源,9990
2026-08-14,17:21,182,技嘉 Z890 AORUS ELITE WIFI7 PLUS(ATX/LAN 5Gb+Intel 2.5G+Wi-Fi 7/註五年)16+1+2相,9990
2026-08-14,17:21,183,技嘉 Z890 AORUS ELITE WIFI7 ICE 冰魄白(ATX/LAN2.5Gb+Wi-Fi 7)16+1+2相-獨家,9490
2026-08-14,17:21,184,技嘉 Z890 AORUS ELITE DUO X(ATX/LAN 5Gb+Wi-Fi 7/註五年/2DIMM)16+1+2相.XMP Booster,11490
2026-08-14,17:21,185,技嘉 Z890 AORUS PRO ICE 冰魄白(ATX/LAN 5Gb+Wi-Fi 7/註五年)16+1+2相電源,12990
2026-08-14,17:21,186,技嘉 Z890 AERO G(ATX/2*Intel 2.5Gb+Wi-Fi 7/註冊五年)16+1+2相電源 *任搭至8/31止,12990
2026-08-14,17:21,187,技嘉 Z890 AORUS MASTER(ATX/Marvell 10Gb+Wi-Fi 7/註五年)18+1+2相電源,17990
2026-08-14,17:21,188,技嘉 Z890 AORUS XTREME AI TOP(E-ATX/2*Marvell 10Gb+Wi-Fi 7)22+1+2相*8/31止,33900
2026-08-14,17:21,190,微星 MPG Z890I EDGE TI WIFI(Mini-ITX/Killer 5Gb+Wi-Fi 7/註冊五年)10+1+1+1相電源,10990
2026-08-14,17:21,191,[32G精省6666專案]微星 Z890I EDGE TI WIFI+威剛 單條32GB D5-5600/CL46(現省5900),17656
2026-08-14,17:21,192,微星 PRO Z890-S WIFI(ATX/LAN 2.5Gb+Wi-Fi 7/註冊四年)12+1+1+1相,6990
2026-08-14,17:21,193,微星 PRO Z890-S WIFI WHITE(ATX/LAN 2.5Gb+Wi-Fi 7/雪白版)12+1+1+1相,6990
2026-08-14,17:21,194,微星 PRO Z890-S WIFI PZ 背插(ATX/LAN 2.5Gb+Wi-Fi 7/銀)12+1+1+1相,7590
2026-08-14,17:21,195,微星 PRO Z890-P WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)14+1+1+1相電源,7990
2026-08-14,17:21,196,微星 PRO Z890-A WIFI(ATX/LAN 5Gb+Wi-Fi 7/註冊四年)16+1+1+1相電源,8490
2026-08-14,17:21,197,微星 Z890 GAMING PLUS WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)14+1+1+1相,8990
2026-08-14,17:21,198,微星 MAG Z890 TOMAHAWK WIFI(ATX/Killer 5Gb+Wi-Fi 7)16+1+1+1相*獨家,9990
2026-08-14,17:21,199,微星 MPG Z890 EDGE TI WIFI(ATX/Killer 5Gb+Wi-Fi 7/註冊五年)16+1+1+1相電源,12490
2026-08-14,17:21,200,微星 MPG Z890 CARBON WIFI(ATX/Killer5Gb+Intel2.5Gb+Wi-Fi 7/註五年)20+1+1+1相,14690
2026-08-14,17:21,201,微星 MEG Z890 UNIFY-X(ATX/Killer5Gb+Wi-Fi 7/註五年)20+2+1+1相,17690
2026-08-14,17:21,202,微星 MEG Z890 ACE(ATX/Marvell 10Gb+Wi-Fi 7/註五年)24+2+1+1相,18990
2026-08-14,17:21,203,微星 MEG Z890 GODLIKE(E-ATX/Marvell 10Gb+Killer 5Gb+Wi-Fi 7/註冊五年),34900
2026-08-14,17:21,205,華擎 Z890I Nova WiFi(Mini-ITX/LAN 5Gb+Wi-Fi 7/註五年)12+1+1+1+1 相,11890
2026-08-14,17:21,206,華擎 Z890M Riptide WiFi(M-ATX/Killer 2.5G+無線/註五年)16+1+1相,7990
2026-08-14,17:21,207,華擎 Z890 Pro-A WiFi(ATX/LAN 2.5Gb+無線/註冊五年保)16+1+1相電源,5990
2026-08-14,17:21,208,華擎 Z890 Pro RS WiFi White(ATX/LAN 2.5Gb+無線/註五年/銀白版)16+1+1相,6490
2026-08-14,17:21,209,華擎 Z890 Nova WiFi(ATX/LAN 5Gb+Killer 2.5Gb+Wi-Fi 7/註五年)20+1+2相,12990
2026-08-14,17:21,210,華擎 Z890 Taichi Lite(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7/註五年)20+1+2相,13990
2026-08-14,17:21,211,華擎 Z890 Taichi(ATX/LAN 5Gb+Dragon 2.5Gb+Wi-Fi 7/註五年)20+1+2相,14990
2026-08-14,17:21,213,華碩 H81M-K(M-ATX/1A1D/U3/LAN 1Gb/註四年D-SUB+DVI輸出),2490
2026-08-14,17:21,216,華碩 H110M-K【單片盒裝】(M-ATX/1A1D/U3/LAN 1Gb/全固/註四年/D-SUB+DVI輸出),2790
2026-08-14,17:21,217,華碩 PRIME H310M-K(M-ATX/1A1D/LAN 1Gb/註四年D-SUB+DVI輸出),2790
2026-08-14,17:21,220,華碩 PRIME H510M-K(M-ATX/1A1H/Intel 1Gb/註四年/D-SUB+HDMI輸出),2790
2026-08-14,17:21,223,華碩 PRIME A520M-K/CSM(M-ATX/1A1H/LAN 1Gb/註四年/D-SUB+HDMI輸出)6相供電,2090
2026-08-14,17:21,224,技嘉 A520M K V2(M-ATX/1A1H/LAN 1Gb/註四年/2DIMM/D-SUB+HDMI輸出)6+1相數位供電,1990
2026-08-14,17:21,225,技嘉 A520M H ARGB(M-ATX/LAN 1Gb/註四年/2DIMM/HDMI+Display輸出)6+1相數位供電,1990
2026-08-14,17:21,226,微星 A520M-A PRO(M-ATX/1D1H/LAN 1Gb/註四年/2DIMM/DVI+HDMI輸出)6相供電,2090
2026-08-14,17:21,227,華擎 A520M-ITX/ac(mini-ITX/1H1P/LAN 1Gb/ac+BT/註四年/HDMI+Display輸出)8數位電源,3390
2026-08-14,17:21,228,華擎 A520M-HVS(M-ATX/1A1H/Realtek LAN/註四年/D-SUB+HDMI輸出)6相供電,1890
