產品ID,產品名稱,目前價格,熱賣,原始文字
35,威剛 32G(雙通16G*2)D5-6000/CL36 LancerBlade矮RGB黑｛AX5U6000C3616G-DTLABRBK｝,18099,,"威剛 32G(雙通16G*2)D5-6000/CL36 LancerBlade矮RGB黑｛AX5U6000C3616G-DTLABRBK｝, $18099 ◆ ★"
36,威剛 32G(雙通16G*2)D5-6000/CL36 LancerBlade矮RGB白｛AX5U6000C3616G-DTLABRWH｝,18099,,"威剛 32G(雙通16G*2)D5-6000/CL36 LancerBlade矮RGB白｛AX5U6000C3616G-DTLABRWH｝, $18099 ◆ ★"
37,威剛 32G(雙通16G*2)D5-6000/CL30 LancerBlade矮RGB黑｛AX5U6000C3016G-DTLABRBK｝,19099,,"威剛 32G(雙通16G*2)D5-6000/CL30 LancerBlade矮RGB黑｛AX5U6000C3016G-DTLABRBK｝, $19099 ◆ ★"
38,威剛 32G(雙通16G*2)D5-6000/CL30 LancerBlade矮RGB白｛AX5U6000C3016G-DTLABRWH｝,19099,,"威剛 32G(雙通16G*2)D5-6000/CL30 LancerBlade矮RGB白｛AX5U6000C3016G-DTLABRWH｝, $19099 ◆ ★"
39,威剛 32G(雙通16G*2)D5-6000/CL30 Lancer白｛AX5U6000C3016G-DCLAWH｝,19099,,"威剛 32G(雙通16G*2)D5-6000/CL30 Lancer白｛AX5U6000C3016G-DCLAWH｝, $19099 ◆ ★"
40,威剛 32G(雙通16G*2)D5-6000/CL30 Lancer白｛AX5U6000C3016G-DCLAWH｝~組裝價,15299,,"威剛 32G(雙通16G*2)D5-6000/CL30 Lancer白｛AX5U6000C3016G-DCLAWH｝~組裝價, $15299 ◆ ★"
41,威剛 32G(雙通16G*2)D5-6000/CL30 Lancer RGB黑｛AX5U6000C3016G-DCLARBK｝,19399,,"威剛 32G(雙通16G*2)D5-6000/CL30 Lancer RGB黑｛AX5U6000C3016G-DCLARBK｝, $19399 ◆ ★"
42,威剛 32G(雙通16G*2)D5-6000/CL30 Lancer RGB白｛AX5U6000C3016G-DCLARWH｝,19399,,"威剛 32G(雙通16G*2)D5-6000/CL30 Lancer RGB白｛AX5U6000C3016G-DCLARWH｝, $19399 ◆ ★"
43,威剛 32G(雙通16G*2)D5-6000/CL28 Lancer RGB黑｛AX5U6000C2816G-DCLARBK｝,17499,,"威剛 32G(雙通16G*2)D5-6000/CL28 Lancer RGB黑｛AX5U6000C2816G-DCLARBK｝, $17499 ◆ ★"
44,威剛 32G(雙通16G*2)D5-6400/CL32 LancerBlade矮 黑｛AX5U6400C3216G-DTLABBK｝,16999,,"威剛 32G(雙通16G*2)D5-6400/CL32 LancerBlade矮 黑｛AX5U6400C3216G-DTLABBK｝, $16999 ◆ ★"
45,威剛 64G(雙通32G*2)D5-5600/CL46 LancerBlade矮 黑｛AX5U5600C4632G-DTLABBK｝,31999,,"威剛 64G(雙通32G*2)D5-5600/CL46 LancerBlade矮 黑｛AX5U5600C4632G-DTLABBK｝, $31999 ◆ ★"
46,威剛 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮 黑｛AX5U6000C3032G-DTLABBK｝,37599,是,"威剛 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮 黑｛AX5U6000C3032G-DTLABBK｝, $37599 ◆ ★ 熱賣"
47,威剛 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮 白｛AX5U6000C3032G-DTLABWH｝,37599,是,"威剛 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮 白｛AX5U6000C3032G-DTLABWH｝, $37599 ◆ ★ 熱賣"
48,威剛 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮RGB黑｛AX5U6000C3032G-DTLABRBK｝,38199,,"威剛 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮RGB黑｛AX5U6000C3032G-DTLABRBK｝, $38199 ◆ ★"
49,威剛 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮RGB白｛AX5U6000C3032G-DTLABRWH｝,38199,,"威剛 64G(雙通32G*2)D5-6000/CL30 LancerBlade矮RGB白｛AX5U6000C3032G-DTLABRWH｝, $38199 ◆ ★"
50,威剛 64G(雙通32G*2)D5-6000/CL30 Lancer黑｛AX5U6000C3032G-DCLABK｝,38199,,"威剛 64G(雙通32G*2)D5-6000/CL30 Lancer黑｛AX5U6000C3032G-DCLABK｝, $38199 ◆ ★"
51,威剛 64G(雙通32G*2)D5-6000/CL30 Lancer白｛AX5U6000C3032G-DCLAWH｝,38199,,"威剛 64G(雙通32G*2)D5-6000/CL30 Lancer白｛AX5U6000C3032G-DCLAWH｝, $38199 ◆ ★"
52,威剛 64G(雙通32G*2)D5-6000/CL30 Lancer RGB黑｛AX5U6000C3032G-DCLARBK｝,38799,,"威剛 64G(雙通32G*2)D5-6000/CL30 Lancer RGB黑｛AX5U6000C3032G-DCLARBK｝, $38799 ◆ ★"
53,威剛 64G(雙通32G*2)D5-6000/CL30 Lancer RGB白｛AX5U6000C3032G-DCLARWH｝,38799,,"威剛 64G(雙通32G*2)D5-6000/CL30 Lancer RGB白｛AX5U6000C3032G-DCLARWH｝, $38799 ◆ ★"
54,｛Biwin 佰維 Black Opal HX100 48GB(雙通24GBx2) DDR5-6000｝CL28 黑,21490,,"｛Biwin 佰維 Black Opal HX100 48GB(雙通24GBx2) DDR5-6000｝CL28 黑, $21490 ◆ ★"
55,｛Biwin 佰維 Black Opal DW100 RGB 32GB(雙通16GBx2) DDR5-6000｝CL28 黑,15990,,"｛Biwin 佰維 Black Opal DW100 RGB 32GB(雙通16GBx2) DDR5-6000｝CL28 黑, $15990 ◆ ★"
56,｛Biwin 佰維 Black Opal DW100 RGB 48GB(雙通24GBx2) DDR5-6000｝CL28 黑,21890,,"｛Biwin 佰維 Black Opal DW100 RGB 48GB(雙通24GBx2) DDR5-6000｝CL28 黑, $21890 ◆ ★"
57,｛Biwin 佰維 Black Opal DW100 RGB 48GB(雙通24GBx2) DDR5-6000｝CL28 白,21800,,"｛Biwin 佰維 Black Opal DW100 RGB 48GB(雙通24GBx2) DDR5-6000｝CL28 白, $21800 ◆ ★"
58,｛Origin code Vortex RGB 32GB(雙通16GBx2) DDR5-6200｝(CL26)銀(獨立風扇),18690,,"｛Origin code Vortex RGB 32GB(雙通16GBx2) DDR5-6200｝(CL26)銀(獨立風扇), $18690 ◆ ★"
59,｛Origin code Vortex RGB 48GB(雙通24GBx2) DDR5-6000｝(CL26)銀(獨立風扇),28490,是,"｛Origin code Vortex RGB 48GB(雙通24GBx2) DDR5-6000｝(CL26)銀(獨立風扇), $28490 ◆ ★ 熱賣"
60,｛KLEVV(科賦)32GB(雙通道16GB*2)DDR5 6000/CL30 CRAS V RGB｝曜石黑,15888,,"｛KLEVV(科賦)32GB(雙通道16GB*2)DDR5 6000/CL30 CRAS V RGB｝曜石黑, $15888 ◆ ★"
61,｛KLEVV(科賦)32GB(雙通道16GB*2)DDR5 6000/CL30 CRAS V RGB｝晶燦白,15888,,"｛KLEVV(科賦)32GB(雙通道16GB*2)DDR5 6000/CL30 CRAS V RGB｝晶燦白, $15888 ◆ ★"
62,｛KLEVV(科賦)64GB(雙通道32GB*2)DDR5 6000/CL30 CRAS V RGB｝曜石黑,27950,,"｛KLEVV(科賦)64GB(雙通道32GB*2)DDR5 6000/CL30 CRAS V RGB｝曜石黑, $27950 ◆ ★"
63,｛KLEVV(科賦)64GB(雙通道32GB*2)DDR5 6000/CL30 CRAS V RGB｝晶燦白,27950,,"｛KLEVV(科賦)64GB(雙通道32GB*2)DDR5 6000/CL30 CRAS V RGB｝晶燦白, $27950 ◆ ★"
64,｛KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6000/CL30 BOLT V｝,14588,,"｛KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6000/CL30 BOLT V｝, $14588 ◆ ★"
65,｛KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6400/CL32 CRAS V RGB｝曜石黑,16088,,"｛KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6400/CL32 CRAS V RGB｝曜石黑, $16088 ◆ ★"
66,｛KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6400/CL32 CRAS V RGB｝晶燦白,16088,,"｛KLEVV(科賦)32GB(雙通道16GB*2) DDR5 6400/CL32 CRAS V RGB｝晶燦白, $16088 ◆ ★"
67,｛KLEVV(科賦)64GB(雙通道32GB*2) DDR5 6400/CL32 CRAS V RGB｝曜石黑,28300,,"｛KLEVV(科賦)64GB(雙通道32GB*2) DDR5 6400/CL32 CRAS V RGB｝曜石黑, $28300 ◆ ★"
68,｛KLEVV(科賦)64GB(雙通道32GB*2) DDR5 6400/CL32 CRAS V RGB｝晶燦白,28300,,"｛KLEVV(科賦)64GB(雙通道32GB*2) DDR5 6400/CL32 CRAS V RGB｝晶燦白, $28300 ◆ ★"
69,｛KLEVV(科賦)32GB(雙通16GB*2) DDR5 6000/CL30 URBANE V RGB｝(低矮散熱),15088,,"｛KLEVV(科賦)32GB(雙通16GB*2) DDR5 6000/CL30 URBANE V RGB｝(低矮散熱), $15088 ◆ ★"
70,｛KLEVV(科賦)32GB(雙通16GB*2) DDR5 6000/CL28 URBANE V RGB｝(低矮散熱),15488,,"｛KLEVV(科賦)32GB(雙通16GB*2) DDR5 6000/CL28 URBANE V RGB｝(低矮散熱), $15488 ◆ ★"
71,｛KLEVV(科賦)32GB(雙通16GB*2) DDR5 6400/CL32 URBANE V RGB｝(低矮散熱),15688,,"｛KLEVV(科賦)32GB(雙通16GB*2) DDR5 6400/CL32 URBANE V RGB｝(低矮散熱), $15688 ◆ ★"
72,｛KLEVV(科賦)48GB(雙通24GB*2) DDR5 6000/CL30 URBANE V RGB｝(低矮散熱),20588,,"｛KLEVV(科賦)48GB(雙通24GB*2) DDR5 6000/CL30 URBANE V RGB｝(低矮散熱), $20588 ◆ ★"
73,｛KLEVV(科賦)48GB(雙通24GB*2) DDR5 6400/CL32 URBANE V RGB｝(低矮散熱),21688,,"｛KLEVV(科賦)48GB(雙通24GB*2) DDR5 6400/CL32 URBANE V RGB｝(低矮散熱), $21688 ◆ ★"
74,｛金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast｝黑,16000,,"｛金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast｝黑, $16000 ◆ ★"
75,｛金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast｝白,16000,,"｛金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast｝白, $16000 ◆ ★"
76,｛金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast RGB｝黑,16200,,"｛金士頓 32GB(雙通16GB*2) DDR5-5600/CL36 FURY Beast RGB｝黑, $16200 ◆ ★"
77,｛金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast｝黑 (獸獵者),17500,,"｛金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast｝黑 (獸獵者), $17500 ◆ ★"
78,｛金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast｝白 (獸獵者),17500,,"｛金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast｝白 (獸獵者), $17500 ◆ ★"
79,｛金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast RGB｝黑,17700,,"｛金士頓 32GB(雙通16GB*2) DDR5-6000/CL30 FURY Beast RGB｝黑, $17700 ◆ ★"
80,｛金士頓 64GB(雙通32GB*2) DDR5-5600/CL36 FURY Beast｝黑 (獸獵者),30600,,"｛金士頓 64GB(雙通32GB*2) DDR5-5600/CL36 FURY Beast｝黑 (獸獵者), $30600 ◆ ★"
81,｛金士頓 64GB(雙通32GB*2) DDR5-5600/CL36 FURY Beast｝白 (獸獵者),30600,,"｛金士頓 64GB(雙通32GB*2) DDR5-5600/CL36 FURY Beast｝白 (獸獵者), $30600 ◆ ★"
82,｛金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast｝黑 (獸獵者),35400,,"｛金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast｝黑 (獸獵者), $35400 ◆ ★"
83,｛金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast｝白 (獸獵者),35400,,"｛金士頓 64GB(雙通32GB*2) DDR5-6000/CL30 FURY Beast｝白 (獸獵者), $35400 ◆ ★"
84,美光｛Micron Crucial 64GB(雙通32GB*2) DDR5 5600｝/CL46(原生顆粒),27999,,"美光｛Micron Crucial 64GB(雙通32GB*2) DDR5 5600｝/CL46(原生顆粒), $27999 ◆ ★"
85,美光｛Micron Crucial PRO 超頻 32GB(雙通16GB*2) DDR5 6000｝/CL36 黑色散熱片,14599,,"美光｛Micron Crucial PRO 超頻 32GB(雙通16GB*2) DDR5 6000｝/CL36 黑色散熱片, $14599 ◆ ★"
86,美光｛Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 6000｝/CL40 黑色散熱片,29199,,"美光｛Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 6000｝/CL40 黑色散熱片, $29199 ◆ ★"
87,美光｛Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 6000｝/CL40 白色散熱片,29199,,"美光｛Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 6000｝/CL40 白色散熱片, $29199 ◆ ★"
88,美光｛Micron Crucial PRO 超頻 32GB(雙通16GB*2) DDR5 6400｝/CL38 黑色散熱片,14999,,"美光｛Micron Crucial PRO 超頻 32GB(雙通16GB*2) DDR5 6400｝/CL38 黑色散熱片, $14999 ◆ ★"
89,美光｛Micron Crucial PRO 超頻 32GB(雙通16GB*2) DDR5 6400｝/CL38 白色散熱片,14999,,"美光｛Micron Crucial PRO 超頻 32GB(雙通16GB*2) DDR5 6400｝/CL38 白色散熱片, $14999 ◆ ★"
90,美光｛Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 6400｝/CL40 黑色散熱片,29999,,"美光｛Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 6400｝/CL40 黑色散熱片, $29999 ◆ ★"
91,美光｛Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 6400｝/CL40 白色散熱片,29999,,"美光｛Micron Crucial PRO 超頻 64GB(雙通32GB*2) DDR5 6400｝/CL40 白色散熱片, $29999 ◆ ★"
92,美光｛Micron Crucial PRO 超頻 96GB(雙通48GB*2) DDR5 5600｝/CL46 黑色散熱片,28500,,"美光｛Micron Crucial PRO 超頻 96GB(雙通48GB*2) DDR5 5600｝/CL46 黑色散熱片, $28500 ◆ ★"
93,海盜船 VENGEANCE 32G(16G*2)DDR5-6000/CL36 灰RGB｛CMH32GX5M2E6000Z36｝,15990,,"海盜船 VENGEANCE 32G(16G*2)DDR5-6000/CL36 灰RGB｛CMH32GX5M2E6000Z36｝, $15990 ◆ ★"
94,海盜船 VENGEANCE 32G(16G*2)DDR5-6000/CL30 灰｛CMK32GX5M2B6000Z30｝,17590,,"海盜船 VENGEANCE 32G(16G*2)DDR5-6000/CL30 灰｛CMK32GX5M2B6000Z30｝, $17590 ◆ ★"
95,海盜船 VENGEANCE 32G(16G*2)DDR5-6000/CL30 灰RGB｛CMH32GX5M2B6000Z30K｝,17990,,"海盜船 VENGEANCE 32G(16G*2)DDR5-6000/CL30 灰RGB｛CMH32GX5M2B6000Z30K｝, $17990 ◆ ★"
96,海盜船 VENGEANCE 32G(16G*2)DDR5-6400/CL36 灰｛CMK32GX5M2B6400Z36｝,15490,,"海盜船 VENGEANCE 32G(16G*2)DDR5-6400/CL36 灰｛CMK32GX5M2B6400Z36｝, $15490 ◆ ★"
97,海盜船 VENGEANCE 32G(16G*2)DDR5-6400/CL36 灰RGB｛CMH32GX5M2B6400Z36｝,16990,,"海盜船 VENGEANCE 32G(16G*2)DDR5-6400/CL36 灰RGB｛CMH32GX5M2B6400Z36｝, $16990 ◆ ★"
98,海盜船 VENGEANCE 32G(16G*2)DDR5-6400/CL32 灰｛CMK32GX5M2B6400Z32｝AI,16990,,"海盜船 VENGEANCE 32G(16G*2)DDR5-6400/CL32 灰｛CMK32GX5M2B6400Z32｝AI, $16990 ◆ ★"
99,海盜船 VENGEANCE 32G(16G*2)DDR5-6400/CL32 灰RGB｛CMH32GX5M2B6400Z32｝,17290,,"海盜船 VENGEANCE 32G(16G*2)DDR5-6400/CL32 灰RGB｛CMH32GX5M2B6400Z32｝, $17290 ◆ ★"
100,海盜船 VENGEANCE 64G(32G*2)DDR5-6400/CL42 黑｛CMK64GX5M2B6400C42｝,32900,,"海盜船 VENGEANCE 64G(32G*2)DDR5-6400/CL42 黑｛CMK64GX5M2B6400C42｝, $32900 ◆ ★"
101,海盜船 VENGEANCE 96G(48G*2)DDR5-6000/CL36 灰｛CMK96GX5M2E6000Z36｝,36500,,"海盜船 VENGEANCE 96G(48G*2)DDR5-6000/CL36 灰｛CMK96GX5M2E6000Z36｝, $36500 ◆ ★"
102,海盜船 DOMINATOR TITANIUM 32G(16G*2) D5-6000/CL30 灰RGB｛CMP32GX5M2B6000Z30｝,19200,,"海盜船 DOMINATOR TITANIUM 32G(16G*2) D5-6000/CL30 灰RGB｛CMP32GX5M2B6000Z30｝, $19200 ◆ ★"
103,海盜船 DOMINATOR TITANIUM 32G(16G*2) D5-7200/CL34 黑RGB｛CMP32GX5M2X7200C3｝,21990,是,"海盜船 DOMINATOR TITANIUM 32G(16G*2) D5-7200/CL34 黑RGB｛CMP32GX5M2X7200C3｝, $21990 ◆ ★ 熱賣"
104,海盜船 DOMINATOR TITANIUM 32G(16G*2) D5-7200/CL34 白RGB｛CMP32GX5M2X7200C34W｝,21990,是,"海盜船 DOMINATOR TITANIUM 32G(16G*2) D5-7200/CL34 白RGB｛CMP32GX5M2X7200C34W｝, $21990 ◆ ★ 熱賣"
105,芝奇Flare X5 烈焰槍32GB(雙通16G*2)D5-6000 CL28黑｛F5-6000J2836G16GX2-FX5｝,19500,,"芝奇Flare X5 烈焰槍32GB(雙通16G*2)D5-6000 CL28黑｛F5-6000J2836G16GX2-FX5｝, $19500 ◆ ★"
106,芝奇Flare X5 烈焰槍32GB(雙通16G*2)D5-6000 CL28白｛F5-6000J2836G16GX2-FX5W｝,19500,,"芝奇Flare X5 烈焰槍32GB(雙通16G*2)D5-6000 CL28白｛F5-6000J2836G16GX2-FX5W｝, $19500 ◆ ★"
107,芝奇Flare X5烈焰槍 64GB(雙通32G*2)D5-6000/CL30黑｛F5-6000J3040G32GX2-FX5｝,35900,是,"芝奇Flare X5烈焰槍 64GB(雙通32G*2)D5-6000/CL30黑｛F5-6000J3040G32GX2-FX5｝, $35900 ◆ ★ 熱賣"
108,芝奇Flare X5烈焰槍 64GB(雙通32G*2)D5-6000/CL30白｛F5-6000J3040G32GX2-FX5W｝,35900,是,"芝奇Flare X5烈焰槍 64GB(雙通32G*2)D5-6000/CL30白｛F5-6000J3040G32GX2-FX5W｝, $35900 ◆ ★ 熱賣"
109,芝奇Flare X5 烈焰槍64GB(雙通32G*2)D5-6000 CL28黑｛F5-6000J2836G32GX2-FX5｝,38900,,"芝奇Flare X5 烈焰槍64GB(雙通32G*2)D5-6000 CL28黑｛F5-6000J2836G32GX2-FX5｝, $38900 ◆ ★"
110,芝奇Flare X5 烈焰槍96GB(雙通48G*2)D5-6000 CL30黑｛F5-6000J3036F48GX2-FX5｝,59980,,"芝奇Flare X5 烈焰槍96GB(雙通48G*2)D5-6000 CL30黑｛F5-6000J3036F48GX2-FX5｝, $59980 ★"
111,芝奇Flare X5 烈焰槍96GB(雙通48G*2)D5-6000 CL30白｛F5-6000J3036F48GX2-FX5W｝,59980,,"芝奇Flare X5 烈焰槍96GB(雙通48G*2)D5-6000 CL30白｛F5-6000J3036F48GX2-FX5W｝, $59980 ★"
112,芝奇Flare X5 烈焰槍128GB(雙通64G*2)D5-6000 CL34黑｛F5-6000J3444F64GX2-FX5｝,85000,,"芝奇Flare X5 烈焰槍128GB(雙通64G*2)D5-6000 CL34黑｛F5-6000J3444F64GX2-FX5｝, $85000 ◆ ★"
113,芝奇 Ripjaws S5焰刃32GB(雙通16G*2)D5-6000/CL36黑｛ F5-6000J3636F16GX2-RS5K｝,15500,,"芝奇 Ripjaws S5焰刃32GB(雙通16G*2)D5-6000/CL36黑｛ F5-6000J3636F16GX2-RS5K｝, $15500 ◆ ★"
114,芝奇 Ripjaws S5焰刃32GB(雙通16G*2)D5-6000/CL30黑｛F5-6000J3040F16GX2-RS5K｝,15500,是,"芝奇 Ripjaws S5焰刃32GB(雙通16G*2)D5-6000/CL30黑｛F5-6000J3040F16GX2-RS5K｝, $15500 ◆ ★ 熱賣"
115,芝奇 Ripjaws S5焰刃64GB(雙通32G*2)D5-6000/C36黑｛F5-6000J3636F32GX2-RS5K｝,29000,,"芝奇 Ripjaws S5焰刃64GB(雙通32G*2)D5-6000/C36黑｛F5-6000J3636F32GX2-RS5K｝, $29000 ◆ ★"
116,芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL36黑｛F5-6000J3636F16GX2-RM5RK｝,16000,,"芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL36黑｛F5-6000J3636F16GX2-RM5RK｝, $16000 ◆ ★"
