產品ID,產品名稱,目前價格,熱賣,原始文字
116,芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL36黑｛F5-6000J3636F16GX2-RM5RK｝,16000,,"芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL36黑｛F5-6000J3636F16GX2-RM5RK｝, $16000 ◆ ★"
117,芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL36白｛F5-6000J3636F16GX2-RM5RW｝,16000,,"芝奇 RipjawsM5 RGB焰刃32GB(16G*2)D5-6000/CL36白｛F5-6000J3636F16GX2-RM5RW｝, $16000 ◆ ★"
118,芝奇 烈焰槍RGB 64GB(雙通32G*2)D5-6000/CL36黑｛F5-6000J3636F32GX2-RM5NRK｝,34000,,"芝奇 烈焰槍RGB 64GB(雙通32G*2)D5-6000/CL36黑｛F5-6000J3636F32GX2-RM5NRK｝, $34000 ◆ ★"
119,芝奇 烈焰槍RGB 64GB(雙通32G*2)D5-6000/CL36白｛F5-6000J3636F32GX2-RM5NRW｝,34000,,"芝奇 烈焰槍RGB 64GB(雙通32G*2)D5-6000/CL36白｛F5-6000J3636F32GX2-RM5NRW｝, $34000 ◆ ★"
120,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6000/CL30黑｛F5-6000J3040F16GX2-TZ5RK｝,14500,是,"芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6000/CL30黑｛F5-6000J3040F16GX2-TZ5RK｝, $14500 ◆ ★ 熱賣"
121,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6400/CL32黑｛F5-6400J3239G16GX2-TZ5RK｝,18000,,"芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6400/CL32黑｛F5-6400J3239G16GX2-TZ5RK｝, $18000 ◆ ★"
122,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6400/CL32白｛F5-6400J3239G16GX2-TZ5RW｝,18000,,"芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-6400/CL32白｛F5-6400J3239G16GX2-TZ5RW｝, $18000 ◆ ★"
123,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-7200/CL34黑｛F5-7200J3445G16GX2-TZ5RK｝,14900,,"芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-7200/CL34黑｛F5-7200J3445G16GX2-TZ5RK｝, $14900 ◆ ★"
124,芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-7200/CL34白｛F5-7200J3445G16GX2-TZ5RW｝,14900,,"芝奇 幻鋒戟RGB 32GB(雙通16G*2) D5-7200/CL34白｛F5-7200J3445G16GX2-TZ5RW｝, $14900 ◆ ★"
125,芝奇 幻鋒戟RGB 64GB(雙通32G*2) D5-6000/CL30白｛F5-6000J3040G32GX2-TZ5RW｝,29000,,"芝奇 幻鋒戟RGB 64GB(雙通32G*2) D5-6000/CL30白｛F5-6000J3040G32GX2-TZ5RW｝, $29000 ◆ ★"
126,芝奇 幻鋒戟RGB 64GB(雙通32G*2) D5-6400/CL32白｛F5-6400J3239G32GX2-TZ5RW｝,33000,是,"芝奇 幻鋒戟RGB 64GB(雙通32G*2) D5-6400/CL32白｛F5-6400J3239G32GX2-TZ5RW｝, $33000 ◆ ★ 熱賣"
128,芝奇 焰鋒戟RGB 32GB(雙通16GB*2) D5-6000/CL30黑｛F5-6000J3038F16GX2-TZ5NR｝,19400,,"芝奇 焰鋒戟RGB 32GB(雙通16GB*2) D5-6000/CL30黑｛F5-6000J3038F16GX2-TZ5NR｝, $19400 ◆ ★"
129,芝奇 焰鋒戟RGB 64GB(雙通32GB*2)D5-6000/CL30黑｛F5-6000J3040G32GX2-TZ5NR｝,37000,,"芝奇 焰鋒戟RGB 64GB(雙通32GB*2)D5-6000/CL30黑｛F5-6000J3040G32GX2-TZ5NR｝, $37000 ◆ ★"
130,芝奇 焰鋒戟RGB 64GB(雙通32GB*2)D5-6000/CL30白｛F5-6000J3040G32GX2-TZ5NRW｝,37000,是,"芝奇 焰鋒戟RGB 64GB(雙通32GB*2)D5-6000/CL30白｛F5-6000J3040G32GX2-TZ5NRW｝, $37000 ◆ ★ 熱賣"
131,芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-6400/CL30黑｛F5-6400J3039G16GX2-TZ5NR｝,19800,,"芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-6400/CL30黑｛F5-6400J3039G16GX2-TZ5NR｝, $19800 ◆ ★"
132,芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-6400/CL30白｛F5-6400J3039G16GX2-TZ5NRW｝,19800,,"芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-6400/CL30白｛F5-6400J3039G16GX2-TZ5NRW｝, $19800 ◆ ★"
133,芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-7200/CL34黑｛F5-7200J3445G16GX2-TZ5NR｝,19800,,"芝奇 焰鋒戟RGB 32GB(雙通16GB*2)D5-7200/CL34黑｛F5-7200J3445G16GX2-TZ5NR｝, $19800 ◆ ★"
134,芝奇 焰鋒戟RGB 128GB(雙通64GB*2)D5-6000/CL34黑｛F5-6000J3444F64GX2-TZ5NR｝,86500,,"芝奇 焰鋒戟RGB 128GB(雙通64GB*2)D5-6000/CL34黑｛F5-6000J3444F64GX2-TZ5NR｝, $86500 ◆ ★"
135,芝奇 皇家戟RGB 64GB(雙通32GB*2)D5-6000/CL28銀｛F5-6000J2836G32GX2-TR5NS｝,42900,,"芝奇 皇家戟RGB 64GB(雙通32GB*2)D5-6000/CL28銀｛F5-6000J2836G32GX2-TR5NS｝, $42900 ◆ ★"
136,芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-7200/CL34銀｛F5-7200J3445G16GX2-TR5S｝,19900,,"芝奇 皇家戟RGB 32GB(雙通16GB*2)D5-7200/CL34銀｛F5-7200J3445G16GX2-TR5S｝, $19900 ◆ ★"
138,｛UMAX NB 16GB DDR5 4800｝/CL40,5999,,"｛UMAX NB 16GB DDR5 4800｝/CL40, $5999 ◆ ★"
139,｛UMAX NB 32GB DDR5 4800｝/CL40,11000,,"｛UMAX NB 32GB DDR5 4800｝/CL40, $11000 ◆ ★"
140,｛UMAX NB 8GB DDR5 5600｝/CL46,3700,,"｛UMAX NB 8GB DDR5 5600｝/CL46, $3700 ◆ ★"
141,｛UMAX NB 16GB DDR5 5600｝/CL46,6300,是,"｛UMAX NB 16GB DDR5 5600｝/CL46, $6300 ◆ ★ 熱賣"
142,｛UMAX NB 32GB DDR5 5600｝/CL46,12500,,"｛UMAX NB 32GB DDR5 5600｝/CL46, $12500 ◆ ★"
143,威剛 NB 32GB DDR5-4800/CL40｛AD5S480032G-S｝,11000,是,"威剛 NB 32GB DDR5-4800/CL40｛AD5S480032G-S｝, $11000 ◆ ★ 熱賣"
144,威剛 NB 8GB DDR5-5600/CL46｛AD5S56008G-S｝,3999,,"威剛 NB 8GB DDR5-5600/CL46｛AD5S56008G-S｝, $3999 ◆ ★"
145,威剛 NB 16GB DDR5-5600/CL46｛AD5S560016G-S｝,6999,,"威剛 NB 16GB DDR5-5600/CL46｛AD5S560016G-S｝, $6999 ◆ ★"
146,威剛 NB 32GB DDR5-5600/CL46｛AD5S560032G-S｝,13599,,"威剛 NB 32GB DDR5-5600/CL46｛AD5S560032G-S｝, $13599 ◆ ★"
147,金士頓 NB 16GB DDR5 5600｛KVR56S46BS8-16｝/CL46,7800,,"金士頓 NB 16GB DDR5 5600｛KVR56S46BS8-16｝/CL46, $7800 ◆ ★"
148,金士頓 NB 32GB DDR5 5600｛KVR56S46BD8-32｝/CL46,14700,,"金士頓 NB 32GB DDR5 5600｛KVR56S46BD8-32｝/CL46, $14700 ◆ ★"
149,美光｛Micron Crucial NB 16GB DDR5 5600｝/CL46,6999,,"美光｛Micron Crucial NB 16GB DDR5 5600｝/CL46, $6999 ◆ ★"
150,美光｛Micron Crucial NB 32GB DDR5 5600｝/CL46,13999,是,"美光｛Micron Crucial NB 32GB DDR5 5600｝/CL46, $13999 ◆ ★ 熱賣"
151,美光｛Micron Crucial NB 64GB DDR5 5600｝/CL46,27999,,"美光｛Micron Crucial NB 64GB DDR5 5600｝/CL46, $27999 ◆ ★"
153,美光｛Micron Crucial NB 雙通16G*2 DDR5 5600｝/CL46,13999,,"美光｛Micron Crucial NB 雙通16G*2 DDR5 5600｝/CL46, $13999 ◆ ★"
154,美光｛Micron Crucial NB 雙通64G*2 DDR5 5600｝/CL46,55999,,"美光｛Micron Crucial NB 雙通64G*2 DDR5 5600｝/CL46, $55999 ◆ ★"
156,｛UMAX 8GB DDR4-2400｝(1024*8)CL17,1950,,"｛UMAX 8GB DDR4-2400｝(1024*8)CL17, $1950 ◆ ★"
157,｛UMAX 8GB DDR4-2666｝(1024*8)CL19,1980,,"｛UMAX 8GB DDR4-2666｝(1024*8)CL19, $1980 ◆ ★"
158,｛UMAX 8GB DDR4-3200｝(1024*8)超頻CL16,1990,,"｛UMAX 8GB DDR4-3200｝(1024*8)超頻CL16, $1990 ◆ ★"
159,｛UMAX 16GB DDR4-2400｝(1024*8)CL17,3500,,"｛UMAX 16GB DDR4-2400｝(1024*8)CL17, $3500 ◆ ★"
160,｛UMAX 16GB DDR4-2666｝(1024*8)CL19,3500,,"｛UMAX 16GB DDR4-2666｝(1024*8)CL19, $3500 ◆ ★"
161,｛UMAX 16GB DDR4-2666｝(2048*8)(CL19,3500,,"｛UMAX 16GB DDR4-2666｝(2048*8)(CL19, $3500 ◆ ★"
162,｛UMAX 16GB DDR4-3200｝(1024*8)超頻CL16,3600,,"｛UMAX 16GB DDR4-3200｝(1024*8)超頻CL16, $3600 ◆ ★"
163,｛UMAX 16GB DDR4-3200｝(2048*8)超頻CL16,3600,,"｛UMAX 16GB DDR4-3200｝(2048*8)超頻CL16, $3600 ◆ ★"
164,｛UMAX 16GB DDR4-3200｝(1024*8)CL22,3190,,"｛UMAX 16GB DDR4-3200｝(1024*8)CL22, $3190 ◆ ★"
165,｛UMAX 32GB DDR4-3200｝(2048*8)CL22,7800,,"｛UMAX 32GB DDR4-3200｝(2048*8)CL22, $7800 ◆ ★"
166,｛UMAX 32GB DDR4-3200｝(2048*8)超頻CL16,7800,,"｛UMAX 32GB DDR4-3200｝(2048*8)超頻CL16, $7800 ◆ ★"
167,威剛 8GB DDR4-3200｛AD4U320038G22-SGN｝(1024*8),2299,,"威剛 8GB DDR4-3200｛AD4U320038G22-SGN｝(1024*8), $2299 ◆ ★"
168,威剛 16GB DDR4-3200｛AD4U3200316G22-SGN｝(1024*8),4599,,"威剛 16GB DDR4-3200｛AD4U3200316G22-SGN｝(1024*8), $4599 ◆ ★"
169,威剛 16GB DDR4-3200/CL16 XPG D10超頻 黑｛AX4U3200316G16A-SB10｝(1024*8),4699,是,"威剛 16GB DDR4-3200/CL16 XPG D10超頻 黑｛AX4U3200316G16A-SB10｝(1024*8), $4699 ◆ ★ 熱賣"
170,威剛 32GB DDR4-3200｛AD4U3200732G22-SGN｝(2048*8),8999,是,"威剛 32GB DDR4-3200｛AD4U3200732G22-SGN｝(2048*8), $8999 ◆ ★ 熱賣"
171,金士頓 8GB DDR4-3200 FURY Beast(獸獵者)｛KF432C16BB/8｝(1024*8),3200,,"金士頓 8GB DDR4-3200 FURY Beast(獸獵者)｛KF432C16BB/8｝(1024*8), $3200 ◆ ★"
172,金士頓 8GB DDR4-3200 FURY Beast(獸獵者)｛KF432C16BB/8｝(1024*8)~搭機價~,2900,,"金士頓 8GB DDR4-3200 FURY Beast(獸獵者)｛KF432C16BB/8｝(1024*8)~搭機價~, $2900 ◆ ★"
173,金士頓 16GB DDR4-3200｛KVR32N22S8/16｝(2048*8),6150,,"金士頓 16GB DDR4-3200｛KVR32N22S8/16｝(2048*8), $6150 ◆ ★"
174,金士頓 16GB DDR4-3200 FURY Beast(獸獵者)｛KF432C16BB/16｝(2048*8),6150,,"金士頓 16GB DDR4-3200 FURY Beast(獸獵者)｛KF432C16BB/16｝(2048*8), $6150 ◆ ★"
175,金士頓 32GB DDR4-3200｛KVR32N22D8/32｝(2048*8),12000,,"金士頓 32GB DDR4-3200｛KVR32N22D8/32｝(2048*8), $12000 ◆ ★"
176,金士頓 32GB DDR4-3200 FURY Beast(獸獵者)｛KF432C16BB/32｝(2048*8),9450,是,"金士頓 32GB DDR4-3200 FURY Beast(獸獵者)｛KF432C16BB/32｝(2048*8), $9450 ◆ ★ 熱賣"
178,｛UMAX 32GB(雙通16GB*2) DDR4-2666｝含散熱片(1024*8)CL19,7300,,"｛UMAX 32GB(雙通16GB*2) DDR4-2666｝含散熱片(1024*8)CL19, $7300 ◆ ★"
179,｛UMAX 32GB(雙通16GB*2) DDR4-2666｝含散熱片(2048*8)CL19,7300,,"｛UMAX 32GB(雙通16GB*2) DDR4-2666｝含散熱片(2048*8)CL19, $7300 ◆ ★"
180,｛UMAX 32GB(雙通16GB*2) DDR4-3200｝超頻CL16含散熱片(1024*8)CL16,7500,是,"｛UMAX 32GB(雙通16GB*2) DDR4-3200｝超頻CL16含散熱片(1024*8)CL16, $7500 ◆ ★ 熱賣"
181,｛UMAX 32GB(雙通16GB*2) DDR4-3200｝超頻CL16含散熱片(2048*8)CL16,7500,,"｛UMAX 32GB(雙通16GB*2) DDR4-3200｝超頻CL16含散熱片(2048*8)CL16, $7500 ◆ ★"
182,｛UMAX 64GB(雙通32GB*2) DDR4-3200｝含散熱片(2048*8) CL22,17200,,"｛UMAX 64GB(雙通32GB*2) DDR4-3200｝含散熱片(2048*8) CL22, $17200 ◆ ★"
183,威剛 32GB(雙通16G*2) D4-3200/CL16 D10超頻 黑｛AX4U3200316G16A-DB10｝(1024*8),7700,,"威剛 32GB(雙通16G*2) D4-3200/CL16 D10超頻 黑｛AX4U3200316G16A-DB10｝(1024*8), $7700 ◆ ★"
184,威剛 32GB(雙通16G*2) D4-3200/CL16 D10超頻 黑｛AX4U3200716G16A-DB10｝(2048*8),7700,,"威剛 32GB(雙通16G*2) D4-3200/CL16 D10超頻 黑｛AX4U3200716G16A-DB10｝(2048*8), $7700 ◆ ★"
185,金士頓 16GB(雙通8GB*2) DDR4-3200 FURY Beast(獸獵)｛KF432C16BBK2/16｝,6600,,"金士頓 16GB(雙通8GB*2) DDR4-3200 FURY Beast(獸獵)｛KF432C16BBK2/16｝, $6600 ◆ ★"
186,金士頓 32GB(雙通16GB*2) DDR4-3200 (獸獵者)｛KF432C16BBK2/32｝(2048*8),9500,,"金士頓 32GB(雙通16GB*2) DDR4-3200 (獸獵者)｛KF432C16BBK2/32｝(2048*8), $9500 ◆ ★"
187,芝奇 G.SKILL Ripjaws V 32GB(雙通16GB*2) D4-3600 CL18 黑｛F4-3600C18D-32GVK｝,7500,,"芝奇 G.SKILL Ripjaws V 32GB(雙通16GB*2) D4-3600 CL18 黑｛F4-3600C18D-32GVK｝, $7500 ◆ ★"
188,芝奇 G.SKILL 幻光戟 16GB(雙通8GB*2) D4-3200 CL16 黑銀｛F4-3200C16D-16GTZR｝,4300,,"芝奇 G.SKILL 幻光戟 16GB(雙通8GB*2) D4-3200 CL16 黑銀｛F4-3200C16D-16GTZR｝, $4300 ◆ ★"
189,芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-3200 CL16 黑銀｛F4-3200C16D-32GTZR｝,7900,,"芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-3200 CL16 黑銀｛F4-3200C16D-32GTZR｝, $7900 ◆ ★"
190,芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-3600 CL16 黑銀｛F4-3600C16D-32GTZRC｝,8500,,"芝奇 G.SKILL 幻光戟 32GB(雙通16GB*2) D4-3600 CL16 黑銀｛F4-3600C16D-32GTZRC｝, $8500 ◆ ★"
191,芝奇 G.SKILL 皇家戟 32GB(雙通16GB*2) D4-3200 CL16 銀｛F4-3200C16D-32GTRS｝,8500,,"芝奇 G.SKILL 皇家戟 32GB(雙通16GB*2) D4-3200 CL16 銀｛F4-3200C16D-32GTRS｝, $8500 ◆ ★"
192,芝奇 G.SKILL 焰光戟 32GB(雙通16GB*2) D4-3200｛F4-3200C16D-32GTZN｝[For AMD],7950,,"芝奇 G.SKILL 焰光戟 32GB(雙通16GB*2) D4-3200｛F4-3200C16D-32GTZN｝[For AMD], $7950 ◆ ★"
193,芝奇 G.SKILL 焰光戟 32GB(雙通16GB*2) D4-3600｛F4-3600C16D-32GTZNC｝[For AMD],8600,是,"芝奇 G.SKILL 焰光戟 32GB(雙通16GB*2) D4-3600｛F4-3600C16D-32GTZNC｝[For AMD], $8600 ◆ ★ 熱賣"
194,芝奇 G.SKILL 燄光戟 32GB(雙通16GB*2) D4-4000｛F4-4000C18D-32GTZN｝[FOR R5000],8700,,"芝奇 G.SKILL 燄光戟 32GB(雙通16GB*2) D4-4000｛F4-4000C18D-32GTZN｝[FOR R5000], $8700 ◆ ★"
196,｛UMAX NB 8GB DDR4-2666｝(1024*8),1999,,"｛UMAX NB 8GB DDR4-2666｝(1024*8), $1999 ◆ ★"
197,｛UMAX NB 8GB DDR4-3200｝(1024*8),1999,是,"｛UMAX NB 8GB DDR4-3200｝(1024*8), $1999 ◆ ★ 熱賣"
198,｛UMAX NB 16GB DDR4-2400｝(1024*8),3750,,"｛UMAX NB 16GB DDR4-2400｝(1024*8), $3750 ◆ ★"
199,｛UMAX NB 16GB DDR4-2666｝(1024*8),3750,,"｛UMAX NB 16GB DDR4-2666｝(1024*8), $3750 ◆ ★"
200,｛UMAX NB 16GB DDR4-3200｝(1024*8),3950,是,"｛UMAX NB 16GB DDR4-3200｝(1024*8), $3950 ◆ ★ 熱賣"
201,｛UMAX NB 32GB DDR4-3200｝(2048*8),8500,是,"｛UMAX NB 32GB DDR4-3200｝(2048*8), $8500 ◆ ★ 熱賣"
202,威剛 NB 8GB DDR4-3200｛AD4S320038G22-SGN｝(1024*8),2299,,"威剛 NB 8GB DDR4-3200｛AD4S320038G22-SGN｝(1024*8), $2299 ◆ ★"
203,威剛 NB 16GB DDR4-3200｛AD4S3200316G22-SGN｝(1024*8),4599,,"威剛 NB 16GB DDR4-3200｛AD4S3200316G22-SGN｝(1024*8), $4599 ◆ ★"
204,金士頓 NB 8GB DDR4-3200｛KVR32S22S8/8｝(1024*8),3300,,"金士頓 NB 8GB DDR4-3200｛KVR32S22S8/8｝(1024*8), $3300 ◆ ★"
205,金士頓 NB 16GB DDR4-3200｛KVR32S22S8/16｝(2048*8),6350,,"金士頓 NB 16GB DDR4-3200｛KVR32S22S8/16｝(2048*8), $6350 ◆ ★"
206,金士頓 NB 32GB DDR4-3200｛KVR32S22D8/32｝(2048*8),14000,,"金士頓 NB 32GB DDR4-3200｛KVR32S22D8/32｝(2048*8), $14000 ◆ ★"
208,｛UMAX 8GB DDR3-1600｝(512*8),679,,"｛UMAX 8GB DDR3-1600｝(512*8), $679 ◆ ★"
209,｛UMAX 16GB(雙通道8G*2)DDR3-1600｝含散熱片(512*8),1339,,"｛UMAX 16GB(雙通道8G*2)DDR3-1600｝含散熱片(512*8), $1339 ◆ ★"
211,｛UMAX NB 8GB DDR3L-1600｝低電壓(512*8),679,是,"｛UMAX NB 8GB DDR3L-1600｝低電壓(512*8), $679 ◆ ★ 熱賣"
212,金士頓 NB 8GB DDR3L-1600 低電壓｛KVR16LS11/8｝(512*8),1600,,"金士頓 NB 8GB DDR3L-1600 低電壓｛KVR16LS11/8｝(512*8), $1600 ◆ ★"
214,金士頓32GB 5600MT/s D5 ECC CL46 DIMM 2Rx8 Hynix A｛KSM56E46BD8KM/32HA｝,29900,,"金士頓32GB 5600MT/s D5 ECC CL46 DIMM 2Rx8 Hynix A｛KSM56E46BD8KM/32HA｝, $29900 ◆ ★"
216,金士頓16G 5600MT/s D5 ECC Reg CL46 DIMM 1R*8 Hynix A Rambus｛KSM56R46BS8/16HA｝,17500,,"金士頓16G 5600MT/s D5 ECC Reg CL46 DIMM 1R*8 Hynix A Rambus｛KSM56R46BS8/16HA｝, $17500 ◆ ★"
217,金士頓32G 5600MT/s D5 ECC Reg CL46 DIMM 2R*8 Hynix A Rambus｛KSM56R46BD8/32HA｝,34500,,"金士頓32G 5600MT/s D5 ECC Reg CL46 DIMM 2R*8 Hynix A Rambus｛KSM56R46BD8/32HA｝, $34500 ◆ ★"
218,金士頓64G 5600MT/s D5 ECC Reg CL46 DIMM 2R*4 Hynix A Rambus｛KSM56R46BD4/64HA｝~限組裝,81000,,"金士頓64G 5600MT/s D5 ECC Reg CL46 DIMM 2R*4 Hynix A Rambus｛KSM56R46BD4/64HA｝~限組裝, $81000 ◆ ★"
219,金士頓96G 6400MT/s D5 ECC Reg CL52 DIMM 2R*4 Micron C｛KSM64R52BD4/96MC｝,125000,,"金士頓96G 6400MT/s D5 ECC Reg CL52 DIMM 2R*4 Micron C｛KSM64R52BD4/96MC｝, $125000 ◆ ★"
220,威剛32G 5600MT/s D5 ECC Reg CL46 DIMM 2R*8 Hynix A die｛AD5R560032G20-SHYA｝,33999,,"威剛32G 5600MT/s D5 ECC Reg CL46 DIMM 2R*8 Hynix A die｛AD5R560032G20-SHYA｝, $33999"
221,威剛64G 5600MT/s D5 ECC Reg CL46 DIMM 2R*4 Hynix A die｛AD5R560064G40-SHYA｝,81999,,"威剛64G 5600MT/s D5 ECC Reg CL46 DIMM 2R*4 Hynix A die｛AD5R560064G40-SHYA｝, $81999"
223,金士頓32GB 3200MHz D4 ECC Reg CL22 DIMM 2R*8 Hynix C Rambus｛KSM32RD8/32HD｝,15200,,"金士頓32GB 3200MHz D4 ECC Reg CL22 DIMM 2R*8 Hynix C Rambus｛KSM32RD8/32HD｝, $15200 ◆ ★"
224,金士頓64GB 3200MHz D4 ECC Reg CL22 DIMM 2R*4 Hynix C Rambus｛KSM32RD4/64HCR｝,22900,,"金士頓64GB 3200MHz D4 ECC Reg CL22 DIMM 2R*4 Hynix C Rambus｛KSM32RD4/64HCR｝, $22900 ◆ ★"
