產品ID,產品名稱,目前價格,熱賣,原始文字
40,三星 Samsung 870 EVO 8TB/2.5吋/讀560/寫530/TLC【五年保】,116999,,"三星 Samsung 870 EVO 8TB/2.5吋/讀560/寫530/TLC【五年保】, $116999 ◆ ★"
41,三星 Samsung 870 QVO 8TB/2.5吋/讀:560/寫:530/QLC【三年保】,56999,,"三星 Samsung 870 QVO 8TB/2.5吋/讀:560/寫:530/QLC【三年保】, $56999 ◆ ★"
43,鎧俠 KIOXIA EXCERIA G3 1TB PCIe 5.0 讀10000/寫8900/QLC【五年保】,6450,,"鎧俠 KIOXIA EXCERIA G3 1TB PCIe 5.0 讀10000/寫8900/QLC【五年保】, $6450 ◆ ★"
44,鎧俠 KIOXIA EXCERIA G3 2TB PCIe 5.0 讀10000/寫9600/QLC【五年保】,11900,,"鎧俠 KIOXIA EXCERIA G3 2TB PCIe 5.0 讀10000/寫9600/QLC【五年保】, $11900 ◆ ★"
45,鎧俠 KIOXIA EXCERIA PLUS G4 2TB GEN5 PCIe 5.0 讀10000/寫8200/TLC【五年保】,10300,,"鎧俠 KIOXIA EXCERIA PLUS G4 2TB GEN5 PCIe 5.0 讀10000/寫8200/TLC【五年保】, $10300 ◆ ★"
46,威剛 XPG MARS 980Blade 1TB/Gen5/讀14000/寫10000/SM2508台積電6nm製程-五年,7299,是,"威剛 XPG MARS 980Blade 1TB/Gen5/讀14000/寫10000/SM2508台積電6nm製程-五年, $7299 ◆ ★ 熱賣"
47,威剛 XPG MARS 980Blade 2TB/Gen5/讀14000/寫13000/SM2508台積電6nm製程-五年,12999,是,"威剛 XPG MARS 980Blade 2TB/Gen5/讀14000/寫13000/SM2508台積電6nm製程-五年, $12999 ◆ ★ 熱賣"
48,威剛 XPG MARS 980Blade 4TB/Gen5/讀14000/寫13000/SM2508台積電6nm製程-五年,23999,,"威剛 XPG MARS 980Blade 4TB/Gen5/讀14000/寫13000/SM2508台積電6nm製程-五年, $23999 ◆ ★"
49,Biwin 佰維 X570 1TB/Gen5/讀14000M/寫7300M/TLC 單面設計 【五年保】,5999,,"Biwin 佰維 X570 1TB/Gen5/讀14000M/寫7300M/TLC 單面設計 【五年保】, $5999 ◆ ★"
50,Biwin 佰維 X570 2TB/Gen5/讀14500M/寫10000M/TLC 單面設計 【五年保】,11399,是,"Biwin 佰維 X570 2TB/Gen5/讀14500M/寫10000M/TLC 單面設計 【五年保】, $11399 ◆ ★ 熱賣"
51,Biwin 佰維X570 PRO 1TB/Gen5/讀14000M/寫10500M/TLC/SMI/TSMC 6nm/DRAM-五年,7199,是,"Biwin 佰維X570 PRO 1TB/Gen5/讀14000M/寫10500M/TLC/SMI/TSMC 6nm/DRAM-五年, $7199 ◆ ★ 熱賣"
52,Biwin 佰維X570 PRO 2TB/Gen5/讀14000M/寫13000M/TLC/SMI/TSMC 6nm/DRAM-五年,12599,是,"Biwin 佰維X570 PRO 2TB/Gen5/讀14000M/寫13000M/TLC/SMI/TSMC 6nm/DRAM-五年, $12599 ◆ ★ 熱賣"
53,宏碁 Acer Predator GM9 1TB/Gen5/讀14000/寫7300/TLC 單面設計 【五年保】,6999,,"宏碁 Acer Predator GM9 1TB/Gen5/讀14000/寫7300/TLC 單面設計 【五年保】, $6999 ◆ ★"
54,宏碁 Acer Predator GM9 2TB/Gen5/讀14500M/寫10000/TLC 單面設計 【五年保】,11699,,"宏碁 Acer Predator GM9 2TB/Gen5/讀14500M/寫10000/TLC 單面設計 【五年保】, $11699 ◆ ★"
55,宏碁 Acer Predator GM9 4TB/Gen5/讀14500M/寫11000/TLC 單面設計 【五年保】,19999,,"宏碁 Acer Predator GM9 4TB/Gen5/讀14500M/寫11000/TLC 單面設計 【五年保】, $19999 ◆ ★"
56,宏碁 Acer Predator GM9000 1TB/Gen5/讀14000/寫10500/TLC/SMI/TSMC 6nm【五年】,7699,,"宏碁 Acer Predator GM9000 1TB/Gen5/讀14000/寫10500/TLC/SMI/TSMC 6nm【五年】, $7699 ◆ ★"
57,金士頓 FURY Renegade G5 1TB/讀14200/寫11000/TLC/DRAM快取【五年保】,13000,,"金士頓 FURY Renegade G5 1TB/讀14200/寫11000/TLC/DRAM快取【五年保】, $13000 ◆ ★"
58,金士頓 FURY Renegade G5 2TB/讀14700/寫14000/TLC/DRAM快取【五年保】,18800,是,"金士頓 FURY Renegade G5 2TB/讀14700/寫14000/TLC/DRAM快取【五年保】, $18800 ◆ ★ 熱賣"
59,金士頓 FURY Renegade G5 4TB/讀14800/寫14000/TLC/DRAM快取【五年保】,33800,,"金士頓 FURY Renegade G5 4TB/讀14800/寫14000/TLC/DRAM快取【五年保】, $33800 ◆ ★"
61,致態 ZhiTai TiPlus 9100 1TB/Gen5/PCIe 5.0/讀12000/寫10700/TLC【五年保】~送手機掛繩~,5999,是,"致態 ZhiTai TiPlus 9100 1TB/Gen5/PCIe 5.0/讀12000/寫10700/TLC【五年保】~送手機掛繩~, $5999 ◆ ★ 熱賣"
62,致態 ZhiTai TiPlus 9100 2TB/Gen5/PCIe 5.0/讀12000/寫10700/TLC【五年保】~送手機掛繩~,10999,,"致態 ZhiTai TiPlus 9100 2TB/Gen5/PCIe 5.0/讀12000/寫10700/TLC【五年保】~送手機掛繩~, $10999 ◆ ★"
63,致態 ZhiTai TiPlus 9100 4TB/Gen5/PCIe 5.0/讀12000/寫10700/TLC【五年保】~送手機掛繩~,19999,,"致態 ZhiTai TiPlus 9100 4TB/Gen5/PCIe 5.0/讀12000/寫10700/TLC【五年保】~送手機掛繩~, $19999 ◆ ★"
64,致態ZhiTai TiPro9000 1TB/Gen5/讀14000/寫12500/DRAM/TLC/可拆式散熱片~送手機掛繩~,6699,,"致態ZhiTai TiPro9000 1TB/Gen5/讀14000/寫12500/DRAM/TLC/可拆式散熱片~送手機掛繩~, $6699 ◆ ★"
65,致態ZhiTai TiPro9000 2TB/Gen5/讀14000/寫12500/DRAM/TLC/可拆式散熱片~送手機掛繩~,11599,,"致態ZhiTai TiPro9000 2TB/Gen5/讀14000/寫12500/DRAM/TLC/可拆式散熱片~送手機掛繩~, $11599 ◆ ★"
66,致態ZhiTai TiPro9000 4TB/Gen5/讀14000/寫12500/DRAM/TLC/可拆式散熱片~送手機掛繩~,20999,,"致態ZhiTai TiPro9000 4TB/Gen5/讀14000/寫12500/DRAM/TLC/可拆式散熱片~送手機掛繩~, $20999 ◆ ★"
67,WD 黑標 SN8100 2TB/Gen5 PCIe 5.0/讀14900/寫14000/TLC【五年保】,20500,,"WD 黑標 SN8100 2TB/Gen5 PCIe 5.0/讀14900/寫14000/TLC【五年保】, $20500 ◆ ★"
68,美光 Micron Crucial P510 1TB Gen5 PCIe 5.0 讀11000/寫9500/TLC【五年保】,5599,,"美光 Micron Crucial P510 1TB Gen5 PCIe 5.0 讀11000/寫9500/TLC【五年保】, $5599 ◆ ★"
69,美光 Micron Crucial P510 2TB Gen5 PCIe 5.0 讀11000/寫9500/TLC【五年保】,9500,,"美光 Micron Crucial P510 2TB Gen5 PCIe 5.0 讀11000/寫9500/TLC【五年保】, $9500 ◆ ★"
70,美光 Micron Crucial P510 1TB含散熱片 Gen5 PCIe 5.0 讀11000/寫9500/TLC【五年保】,6179,,"美光 Micron Crucial P510 1TB含散熱片 Gen5 PCIe 5.0 讀11000/寫9500/TLC【五年保】, $6179 ◆ ★"
71,美光 Micron Crucial P510 2TB含散熱片 Gen5 PCIe 5.0 讀11000/寫9500/TLC【五年保】,10369,,"美光 Micron Crucial P510 2TB含散熱片 Gen5 PCIe 5.0 讀11000/寫9500/TLC【五年保】, $10369 ◆ ★"
72,美光 Micron Crucial T705 1TB Gen5 PCIe 5.0 讀13600/寫10200/TLC【五年保】,6750,,"美光 Micron Crucial T705 1TB Gen5 PCIe 5.0 讀13600/寫10200/TLC【五年保】, $6750 ◆ ★"
73,美光 Micron Crucial T705 2TB Gen5 PCIe 5.0 讀14500/寫12700/TLC【五年保】,11700,,"美光 Micron Crucial T705 2TB Gen5 PCIe 5.0 讀14500/寫12700/TLC【五年保】, $11700 ◆ ★"
74,美光 Micron Crucial T705 4TB Gen5 PCIe 5.0 讀14100/寫12600/TLC【五年保】,21300,,"美光 Micron Crucial T705 4TB Gen5 PCIe 5.0 讀14100/寫12600/TLC【五年保】, $21300 ◆ ★"
75,美光 Micron Crucial T705 1TB含散熱片 Gen5 PCIe 5.0 讀13000/寫10200/TLC【五年保】,6750,,"美光 Micron Crucial T705 1TB含散熱片 Gen5 PCIe 5.0 讀13000/寫10200/TLC【五年保】, $6750 ◆ ★"
76,美光 Micron Crucial T705 2TB含散熱片 Gen5 PCIe 5.0 讀14500/寫12700/TLC【五年保】,11700,,"美光 Micron Crucial T705 2TB含散熱片 Gen5 PCIe 5.0 讀14500/寫12700/TLC【五年保】, $11700 ◆ ★"
77,美光 Micron Crucial T705 4TB含散熱片 Gen5 PCIe 5.0 讀14100/寫12600/TLC【五年保】,21300,是,"美光 Micron Crucial T705 4TB含散熱片 Gen5 PCIe 5.0 讀14100/寫12600/TLC【五年保】, $21300 ◆ ★ 熱賣"
78,美光 Micron Crucial T710 1TB Gen5 PCIe 5.0 讀14900/寫13700/TLC【五年保】,7800,,"美光 Micron Crucial T710 1TB Gen5 PCIe 5.0 讀14900/寫13700/TLC【五年保】, $7800 ◆ ★"
79,美光 Micron Crucial T710 2TB Gen5 PCIe 5.0 讀14500/寫13800/TLC【五年保】,12700,,"美光 Micron Crucial T710 2TB Gen5 PCIe 5.0 讀14500/寫13800/TLC【五年保】, $12700 ◆ ★"
80,美光 Micron Crucial T710 4TB Gen5 PCIe 5.0 讀14500/寫13800/TLC【五年保】,22200,是,"美光 Micron Crucial T710 4TB Gen5 PCIe 5.0 讀14500/寫13800/TLC【五年保】, $22200 ◆ ★ 熱賣"
81,美光 Micron Crucial T710 1TB含散熱片 Gen5 PCIe 5.0 讀14900/寫13700/TLC【五年】,7800,,"美光 Micron Crucial T710 1TB含散熱片 Gen5 PCIe 5.0 讀14900/寫13700/TLC【五年】, $7800 ◆ ★"
82,美光 Micron Crucial T710 2TB含散熱片 Gen5 PCIe 5.0 讀14500/寫13800/TLC【五年】,12700,,"美光 Micron Crucial T710 2TB含散熱片 Gen5 PCIe 5.0 讀14500/寫13800/TLC【五年】, $12700 ◆ ★"
83,美光 Micron Crucial T710 4TB含散熱片 Gen5 PCIe 5.0 讀14500/寫13800/TLC【五年保】,22200,是,"美光 Micron Crucial T710 4TB含散熱片 Gen5 PCIe 5.0 讀14500/寫13800/TLC【五年保】, $22200 ◆ ★ 熱賣"
85,十銓 T-Force GC PRO(石墨烯)4TB/Gen5 讀12500M/寫11000/DRAM快取【五年保】,17880,,"十銓 T-Force GC PRO(石墨烯)4TB/Gen5 讀12500M/寫11000/DRAM快取【五年保】, $17880 ◆ ★"
86,十銓 T-ForceZ540黑武士(石墨烯)2TB/Gen5/讀12400/寫11800/DRAM快取【五年保】,10900,,"十銓 T-ForceZ540黑武士(石墨烯)2TB/Gen5/讀12400/寫11800/DRAM快取【五年保】, $10900 ◆ ★"
87,微星 SPATIUM M560 1TB/Gen5/讀10200/寫8400/TLC【五年保】,8590,,"微星 SPATIUM M560 1TB/Gen5/讀10200/寫8400/TLC【五年保】, $8590 ◆ ★"
88,三星 Samsung 9100 PRO 1TB/PCIe 5.0 x4/讀14700/寫13300/TLC【五年保】,10269,,"三星 Samsung 9100 PRO 1TB/PCIe 5.0 x4/讀14700/寫13300/TLC【五年保】, $10269 ◆ ★"
89,三星 Samsung 9100 PRO 2TB/PCIe 5.0 x4/讀14700/寫13400/TLC【五年保】,20529,,"三星 Samsung 9100 PRO 2TB/PCIe 5.0 x4/讀14700/寫13400/TLC【五年保】, $20529 ◆ ★"
90,三星 Samsung 9100 PRO 4TB/PCIe 5.0 x4/讀14800/寫13400/TLC【五年保】,36999,,"三星 Samsung 9100 PRO 4TB/PCIe 5.0 x4/讀14800/寫13400/TLC【五年保】, $36999 ◆ ★"
91,三星 Samsung 9100 PRO 8TB/PCIe 5.0 x4/讀14800/寫13400/TLC【五年保】,79999,,"三星 Samsung 9100 PRO 8TB/PCIe 5.0 x4/讀14800/寫13400/TLC【五年保】, $79999 ◆ ★"
92,三星 Samsung 9100 PRO 1TB含散熱片/PCIe 5.0 x4/讀14700/寫13300/TLC【五年保】~限整機~,10869,,"三星 Samsung 9100 PRO 1TB含散熱片/PCIe 5.0 x4/讀14700/寫13300/TLC【五年保】~限整機~, $10869 ◆ ★"
93,三星 Samsung 9100 PRO 2TB含散熱片/PCIe 5.0 x4/讀14700/寫13400/TLC【五年保】,26529,,"三星 Samsung 9100 PRO 2TB含散熱片/PCIe 5.0 x4/讀14700/寫13400/TLC【五年保】, $26529 ◆ ★"
94,三星 Samsung 9100 PRO 4TB含散熱片/PCIe 5.0 x4/讀14800/寫13400/TLC【五年保】,28599,,"三星 Samsung 9100 PRO 4TB含散熱片/PCIe 5.0 x4/讀14800/寫13400/TLC【五年保】, $28599 ◆ ★"
95,三星 Samsung 9100 PRO 8TB含散熱片/PCIe 5.0 x4/讀14800/寫13400/TLC【五年保】,80599,,"三星 Samsung 9100 PRO 8TB含散熱片/PCIe 5.0 x4/讀14800/寫13400/TLC【五年保】, $80599 ◆ ★"
97,鎧俠 KIOXIA EXCERIA BASIC 1TB PCIe 4.0 讀7200/寫6600/QLC【五年保】,6100,,"鎧俠 KIOXIA EXCERIA BASIC 1TB PCIe 4.0 讀7200/寫6600/QLC【五年保】, $6100 ◆ ★"
98,鎧俠 KIOXIA EXCERIA BASIC 2TB PCIe 4.0 讀7300/寫6800/QLC【五年保】,10300,,"鎧俠 KIOXIA EXCERIA BASIC 2TB PCIe 4.0 讀7300/寫6800/QLC【五年保】, $10300 ◆ ★"
99,威剛 ADATA LEGEND 860 500GB/Gen4/讀5000/寫3000(單面設計)【五年保】,3199,,"威剛 ADATA LEGEND 860 500GB/Gen4/讀5000/寫3000(單面設計)【五年保】, $3199 ◆ ★"
100,威剛 ADATA LEGEND 860 1TB/Gen4/讀6000/寫4000(單面設計)【五年保】,5299,是,"威剛 ADATA LEGEND 860 1TB/Gen4/讀6000/寫4000(單面設計)【五年保】, $5299 ◆ ★ 熱賣"
101,威剛 ADATA LEGEND 860 2TB/Gen4/讀6000/寫:5000(單面設計)【五年保】,9299,是,"威剛 ADATA LEGEND 860 2TB/Gen4/讀6000/寫:5000(單面設計)【五年保】, $9299 ◆ ★ 熱賣"
102,威剛ADATA LEGEND 900 512GB/Gen4/讀6200/寫2300(單面設計)贈散熱片【五年保】,3299,,"威剛ADATA LEGEND 900 512GB/Gen4/讀6200/寫2300(單面設計)贈散熱片【五年保】, $3299 ◆ ★"
103,威剛 ADATA LEGEND 900 1TB/Gen4/讀7000/寫4700(單面設計)贈散熱片【五年保】,5399,是,"威剛 ADATA LEGEND 900 1TB/Gen4/讀7000/寫4700(單面設計)贈散熱片【五年保】, $5399 ◆ ★ 熱賣"
104,威剛 ADATA LEGEND 900 2TB/Gen4/讀7000/寫5400(單面設計)贈散熱片【五年保】,9549,,"威剛 ADATA LEGEND 900 2TB/Gen4/讀7000/寫5400(單面設計)贈散熱片【五年保】, $9549 ◆ ★"
105,威剛 XPG S70 BLADE 512G/Gen4/讀7200/寫2600/ DRAM快取/贈散熱片【五年保】,3999,,"威剛 XPG S70 BLADE 512G/Gen4/讀7200/寫2600/ DRAM快取/贈散熱片【五年保】, $3999 ◆ ★"
106,威剛 XPG S70 BLADE 1T/Gen4/讀7400/寫5500/ DRAM快取/贈散熱片【五年保】,6099,,"威剛 XPG S70 BLADE 1T/Gen4/讀7400/寫5500/ DRAM快取/贈散熱片【五年保】, $6099 ◆ ★"
107,威剛 XPG S70 BLADE 2T/Gen4/讀7400/寫6400/ DRAM快取/贈散熱片【五年保】,11199,是,"威剛 XPG S70 BLADE 2T/Gen4/讀7400/寫6400/ DRAM快取/贈散熱片【五年保】, $11199 ◆ ★ 熱賣"
108,宏碁 Acer FA200 1TB /Gen4 /讀7200/寫6200/QLC顆粒【五年保】,5499,是,"宏碁 Acer FA200 1TB /Gen4 /讀7200/寫6200/QLC顆粒【五年保】, $5499 ◆ ★ 熱賣"
109,宏碁 Acer FA200 2TB /Gen4 /讀7200/寫6200/QLC顆粒【五年保】,9299,是,"宏碁 Acer FA200 2TB /Gen4 /讀7200/寫6200/QLC顆粒【五年保】, $9299 ◆ ★ 熱賣"
110,宏碁 Acer FA200 4TB /Gen4 /讀7100/6100/QLC顆粒【五年保】,17999,,"宏碁 Acer FA200 4TB /Gen4 /讀7100/6100/QLC顆粒【五年保】, $17999 ◆ ★"
111,宏碁 Acer Predator GM7 512GB/Gen4/讀7200/寫3800/TLC/(單面設計)【五年保】,3199,,"宏碁 Acer Predator GM7 512GB/Gen4/讀7200/寫3800/TLC/(單面設計)【五年保】, $3199 ◆ ★"
112,宏碁 Acer Predator GM7 1TB/Gen4/讀7200/寫6300/TLC/(單面設計)【五年保】,5599,是,"宏碁 Acer Predator GM7 1TB/Gen4/讀7200/寫6300/TLC/(單面設計)【五年保】, $5599 ◆ ★ 熱賣"
113,宏碁 Acer Predator GM7 2TB/Gen4/讀7200/寫6300/TLC/(單面設計)【五年保】,11099,是,"宏碁 Acer Predator GM7 2TB/Gen4/讀7200/寫6300/TLC/(單面設計)【五年保】, $11099 ◆ ★ 熱賣"
114,宏碁 Acer Predator GM7 4TB/Gen4/讀7400/寫6500/TLC/(單面設計)【五年保】,18799,,"宏碁 Acer Predator GM7 4TB/Gen4/讀7400/寫6500/TLC/(單面設計)【五年保】, $18799 ◆ ★"
115,宏碁 Acer Predator GM7000 1TB/Gen4/讀7400/寫6700/DRAM/美光顆粒【五年保】,5999,,"宏碁 Acer Predator GM7000 1TB/Gen4/讀7400/寫6700/DRAM/美光顆粒【五年保】, $5999 ◆ ★"
116,宏碁 Acer Predator GM7000 2TB/Gen4/讀7400/寫6700/DRAM/美光顆粒【五年保】,10690,是,"宏碁 Acer Predator GM7000 2TB/Gen4/讀7400/寫6700/DRAM/美光顆粒【五年保】, $10690 ◆ ★ 熱賣"
117,Biwin 佰維 M350 2TB/Gen4/讀5200/寫4800/石墨烯散熱片 【五年保】,7690,是,"Biwin 佰維 M350 2TB/Gen4/讀5200/寫4800/石墨烯散熱片 【五年保】, $7690 ◆ ★ 熱賣"
118,Biwin 佰維 M350 4TB/Gen4/讀6000/寫5000/石墨烯散熱片 【五年保】,14990,是,"Biwin 佰維 M350 4TB/Gen4/讀6000/寫5000/石墨烯散熱片 【五年保】, $14990 ◆ ★ 熱賣"
119,Biwin 佰維 NV7400 1TB/Gen4/讀7400/寫6500/TLC 單面設計 【五年保】,5399,是,"Biwin 佰維 NV7400 1TB/Gen4/讀7400/寫6500/TLC 單面設計 【五年保】, $5399 ◆ ★ 熱賣"
120,Biwin 佰維 NV7400 2TB/Gen4/讀7450/寫6500/TLC 單面設計 【五年保】,10899,是,"Biwin 佰維 NV7400 2TB/Gen4/讀7450/寫6500/TLC 單面設計 【五年保】, $10899 ◆ ★ 熱賣"
121,Biwin 佰維 NV7400 4TB/Gen4/讀7400/寫6500MTLC 單面設計 【五年保】,18299,,"Biwin 佰維 NV7400 4TB/Gen4/讀7400/寫6500MTLC 單面設計 【五年保】, $18299 ◆ ★"
123,致態小翼e7 500GB/Gen4/PCIe 4.0/讀5500/寫4000/QLC【五年保】~送手機掛繩~,2799,,"致態小翼e7 500GB/Gen4/PCIe 4.0/讀5500/寫4000/QLC【五年保】~送手機掛繩~, $2799 ◆ ★"
124,致態小翼e7 1TB/Gen4/PCIe 4.0/讀6000/寫5500/QLC【五年保】~送手機掛繩~,4699,,"致態小翼e7 1TB/Gen4/PCIe 4.0/讀6000/寫5500/QLC【五年保】~送手機掛繩~, $4699 ◆ ★"
125,致態 ZhiTai Ti600 500G/Gen4/PCIe 4.0/讀6000/寫3000/QLC【五年保】~送手機掛繩~,2999,,"致態 ZhiTai Ti600 500G/Gen4/PCIe 4.0/讀6000/寫3000/QLC【五年保】~送手機掛繩~, $2999 ◆ ★"
